ID,AUTHOR NAME,BOOK/SERIES NAME,BOOKS PLEDGED,Link Submitted,Link Type,Submitted ASIN type,Submitted ASIN (Clean),Ebook 1 ASIN,Clean Amazon US link,Direct?,Direct link,International?,Wide?,Image URL (for Rose's use),Kobo Link,Smashwords Link,Google Play Link,Apple Books Link,Barnes & Noble Link
51,SAM WEISS,The Altered Planes,2,https://www.amazon.com/dp/B0CVBHQMC9,Amazon,Series,B0CVBHQMC9,B0CV8NH9X6,https://www.amazon.com/dp/B0CV8NH9X6,FALSE,,TRUE,FALSE,,,,,,
52,MICHAEL WEBB,Shadow Knights,5,https://www.amazon.com/dp/B099NY2LW7,Amazon,Series,B099NY2LW7,B08VDQ5WJR,https://www.amazon.com/dp/B08VDQ5WJR,FALSE,,FALSE,FALSE,,,,,,
53,MICHAEL WEBB,Lightbinder,1,https://www.amazon.com/dp/B0FNX43QMG,Amazon,Ebook,B0FNX43QMG,B0FNX43QMG,https://www.amazon.com/dp/B0FNX43QMG,FALSE,,FALSE,FALSE,,,,,,
54,MICHAEL WEBB,Treasure Hunters Alliance,2,https://www.amazon.com/dp/B0BTB6YD5N,Amazon,Series,B0BTB6YD5N,B0BT86V8LG,https://www.amazon.com/dp/B0BT86V8LG,FALSE,,FALSE,FALSE,,,,,,
55,S.A. KLOPFENSTEIN,The Shadow Watch Saga,1,https://www.amazon.com/dp/B09S6NDPC5,Amazon,Ebook,B09S6NDPC5,B09S6NDPC5,https://www.amazon.com/dp/B09S6NDPC5,FALSE,,TRUE,FALSE,,,,,,
56,S.A. KLOPFENSTEIN,Pantheon: Rogue System,3,https://www.amazon.com/dp/B09ZBDJ6K2,Amazon,Series,B09ZBDJ6K2,B09MBNPCN2,https://www.amazon.com/dp/B09MBNPCN2,FALSE,,TRUE,FALSE,,,,,,
57,S.A. KLOPFENSTEIN,Children of the Gods,1,https://www.amazon.com/dp/B0F96RZHQ6,Amazon,Ebook,B0F96RZHQ6,B0F96RZHQ6,https://www.amazon.com/dp/B0F96RZHQ6,FALSE,,TRUE,FALSE,,,,,,
58,RAYMOND ST. ELMO,Quest of the Five Clans,5,https://www.amazon.com/gp/product/B078YFRF34,Amazon,Series,B078YFRF34,B073XSWBW5,https://www.amazon.com/dp/B073XSWBW5,FALSE,,TRUE,FALSE,,,,,,
59,RAYMOND ST. ELMO,Texas Pentagraph,5,https://www.amazon.com/Texas-Pentagraph/dp/B0B4BMDC6H,Amazon,Series,B0B4BMDC6H,B01JE5SITQ,https://www.amazon.com/dp/B01JE5SITQ,FALSE,,TRUE,FALSE,,,,,,
60,RAYMOND ST. ELMO,Wanderers,3,https://www.amazon.com/Wanderers/dp/B0F4M1N9GJ,Amazon,Series,B0F4M1N9GJ,B0CBZV12DC,https://www.amazon.com/dp/B0CBZV12DC,FALSE,,TRUE,FALSE,,,,,,
61,K.I. TOLLES,A Gathering of Claws,1,https://www.amazon.com/dp/B0FPCDXQYY,Amazon,Ebook,B0FPCDXQYY,B0FPCDXQYY,https://www.amazon.com/dp/B0FPCDXQYY,FALSE,,FALSE,FALSE,,,,,,
62,J.D.L. ROSELL,Legend of Tal,5,https://www.amazon.com/dp/B088T4YX6R,Amazon,Series,B088T4YX6R,B088PZ2N5G,https://www.amazon.com/dp/B088PZ2N5G,FALSE,,FALSE,FALSE,,,,,,
63,J.D.L. ROSELL,Ranger of the Titan Wilds,4,https://www.amazon.com/dp/B0BNR4CBDC,Amazon,Series,B0BNR4CBDC,B0BNQRMZ7T,https://www.amazon.com/dp/B0BNQRMZ7T,FALSE,,FALSE,FALSE,,,,,,
64,J.D.L. ROSELL,The Famine Cycle,1,https://www.amazon.com/dp/B0D8MTSBWK,Amazon,Ebook,B0D8MTSBWK,B0D8MTSBWK,https://www.amazon.com/dp/B0D8MTSBWK,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/whispers-of-ruin-2,https://www.smashwords.com/books/view/1652438,https://play.google.com/store/books/details/J_D_L_Rosell_Whispers_of_Ruin_An_Epic_Fantasy_Nove?id=prYyEQAAQBAJ,https://books.apple.com/book/whispers-of-ruin-an-epic-fantasy-novel-the-famine-cycle-1/id6739227277,https://www.barnesandnoble.com/w/whispers-of-ruin-j-d-l-rosell/1146658786?ean=2940184537344
65,J.D.L. ROSELL,The Runewar Saga,3,https://www.amazon.com/dp/B093YLJ25H,Amazon,Series,B093YLJ25H,B093YH6RBJ,https://www.amazon.com/dp/B093YH6RBJ,FALSE,,FALSE,FALSE,,,,,,
66,J.D.L. ROSELL,Godslayer Rising,1,https://www.amazon.com/dp/B08ND5WZQR,Amazon,Ebook,B08ND5WZQR,B08ND5WZQR,https://www.amazon.com/dp/B08ND5WZQR,FALSE,,FALSE,FALSE,,,,,,
67,LAURA HUIE,The Thedre Trilogy,2,https://www.amazon.com/dp/B0BBD6SGWJ,Amazon,Series,B0BBD6SGWJ,B0B9VGFWQG,https://www.amazon.com/dp/B0B9VGFWQG,FALSE,,FALSE,FALSE,,,,,,
68,LAURA HUIE,The Sunset Sovereign: A Dragon's Memoir,1,https://ko-fi.com/s/17fe934805,Direct,,,B0CGP7Q6MF,https://www.amazon.com/dp/B0CGP7Q6MF,TRUE,https://ko-fi.com/s/17fe934805,TRUE,TRUE,,https://www.kobo.com/en/ebook/the-sunset-sovereign-1,https://www.smashwords.com/books/view/1444190,,https://books.apple.com/book/the-sunset-sovereign-a-dragons-memoir/id6463829993,https://www.barnesandnoble.com/w/the-sunset-sovereign-laura-huie/1144295300?ean=2940180925725
69,TAR ATORE,Soultaming the Serpent,1,https://www.amazon.com/dp/B0CGP75RK5,Amazon,Ebook,B0CGP75RK5,B0CGP75RK5,https://www.amazon.com/dp/B0CGP75RK5,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/soultaming-the-serpent,https://www.smashwords.com/books/view/1443513,https://play.google.com/store/books/details/Tar_Atore_Soultaming_the_Serpent?id=bvzgEAAAQBAJ,https://books.apple.com/book/soultaming-the-serpent/id6463748784,https://www.barnesandnoble.com/w/soultaming-the-serpent-tar-atore/1144309076?ean=2940181472075
70,TAR ATORE,Last Sunrise,1,https://www.amazon.com/gp/product/B0F14NHNFV,Amazon,Ebook,B0F14NHNFV,B0F14NHNFV,https://www.amazon.com/dp/B0F14NHNFV,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/last-sunrise-2,https://www.smashwords.com/books/view/1726649,https://play.google.com/store/books/details/Tar_Atore_Last_Sunrise?id=qIRTEQAAQBAJ,https://books.apple.com/book/last-sunrise/id6743132711,https://www.barnesandnoble.com/w/last-sunrise-tar-atore/1147123820?ean=2940181190764
71,TAR ATORE,The Star Catcher,1,https://www.amazon.com/gp/product/B0CPFZX8WY,Amazon,Ebook,B0CPFZX8WY,B0CPFZX8WY,https://www.amazon.com/dp/B0CPFZX8WY,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/the-star-catcher-6,https://www.smashwords.com/books/view/1489213,https://play.google.com/store/books/details/Tar_Atore_The_Star_Catcher?id=BnXnEAAAQBAJ,https://books.apple.com/book/the-star-catcher/id6473744101,https://www.barnesandnoble.com/w/the-star-catcher-tar-atore/1144446943?ean=2940181443211
72,N.A. BETTS,The Fates of Aten,3,https://www.amazon.com/dp/B0DF6SLBPQ,Amazon,Series,B0DF6SLBPQ,B0DF6N8BMP,https://www.amazon.com/dp/B0DF6N8BMP,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/the-waking-of-storm-and-flame-2,https://www.smashwords.com/books/view/1907074,https://play.google.com/store/books/details/N_A_Betts_The_Waking_of_Storm_and_Flame?id=xIFZEQAAQBAJ,,https://www.barnesandnoble.com/w/the-waking-of-storm-and-flame-n-a-betts/1146251002?ean=2940183294729
73,PHIL WILLIAMS,Kept From Cages,1,https://www.amazon.com/dp/B08GKZTCCV,Amazon,Ebook,B08GKZTCCV,B08GKZTCCV,https://www.amazon.com/dp/B08GKZTCCV,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/kept-from-cages,https://www.smashwords.com/books/view/1256808,https://play.google.com/store/books/details/Phil_Williams_Kept_From_Cages?id=GQasEAAAQBAJ,https://books.apple.com/book/kept-from-cages/id64432710400,https://www.barnesandnoble.com/w/kept-from-cages-phil-williams/1137674393?ean=2940166698735
74,PHIL WILLIAMS,Under Ordshaw,1,https://www.amazon.com/dp/B07CXYSZVN,Amazon,Ebook,B07CXYSZVN,B07CXYSZVN,https://www.amazon.com/dp/B07CXYSZVN,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/under-ordshaw,https://www.smashwords.com/books/view/1256526,https://play.google.com/store/books/details/Phil_Williams_Under_Ordshaw?id=AwasEAAAQBAJ,https://books.apple.com/book/under-ordshaw/id6443268180,https://www.barnesandnoble.com/w/under-ordshaw-phil-williams/1129205591?ean=2940166705051
75,PHIL WILLIAMS,"Oksy, Come Home",1,https://www.amazon.com/dp/B0DVT1TJVL,Amazon,Ebook,B0DVT1TJVL,B0DVT1TJVL,https://www.amazon.com/dp/B0DVT1TJVL,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/oksy-come-home,https://www.smashwords.com/books/view/1701360,,https://books.apple.com/book/oksy-come-home/id6741425374,https://www.barnesandnoble.com/w/oksy-come-home-phil-williams/1146925441?ean=2940181222328
76,JER PATCH,Revivium Series,1,https://www.amazon.com/dp/B0CJDY7YLT,Amazon,Ebook,B0CJDY7YLT,B0CJDY7YLT,https://www.amazon.com/dp/B0CJDY7YLT,FALSE,,FALSE,FALSE,"https://m.media-amazon.com/images/I/81bBXKoSnkL._CLa%7C3129,2560%7C81UgO-60fxL.jpg,71QFGCbqSeL.jpg%7C0,0,1422,2560+1707,0,1422,2560+711,0,1707,2560_._SY300_.jpg",,,,,
77,JER PATCH,That Which Devours,1,https://www.amazon.com/dp/B0DZZFNWWK,Amazon,Ebook,B0DZZFNWWK,B0DZZFNWWK,https://www.amazon.com/dp/B0DZZFNWWK,FALSE,,FALSE,FALSE,,,,,,
78,J.R. MATHEWS,Jake's Magical Market,1,https://www.amazon.com/dp/B09HWX11N9,Amazon,Ebook,B09HWX11N9,B09HWX11N9,https://www.amazon.com/dp/B09HWX11N9,FALSE,,FALSE,FALSE,,,,,,
79,J.R. MATHEWS,Portal to Nova Roma,1,https://www.amazon.com/gp/product/B09K54TBST,Amazon,Ebook,B09K54TBST,B09K54TBST,https://www.amazon.com/dp/B09K54TBST,FALSE,,FALSE,FALSE,,,,,,
80,WILLIAM C. TRACY,The Dissolution Cycle,4,https://www.amazon.com/dp/B07PSKP3ZB,Amazon,Series,B07PSKP3ZB,B077V2YHKR,https://www.amazon.com/dp/B077V2YHKR,FALSE,,FALSE,FALSE,,,,,,
81,WILLIAM C. TRACY,The Biomass Conflux,3,https://www.amazon.com/dp/B0BF5XVYR8,Amazon,Series,B0BF5XVYR8,B0B6SYL9SR,https://www.amazon.com/dp/B0B6SYL9SR,FALSE,,FALSE,FALSE,,,,,,
82,WILLIAM C. TRACY,Physical Magic,1,https://www.amazon.com/dp/B0DHW6XMJG,Amazon,Ebook,B0DHW6XMJG,B0DHW6XMJG,https://www.amazon.com/dp/B0DHW6XMJG,FALSE,,FALSE,FALSE,,,,,,
83,WILLIAM C. TRACY,Fruits of the Gods,1,https://www.amazon.com/dp/B0CKP68SNT,Amazon,Ebook,B0CKP68SNT,B0CKP68SNT,https://www.amazon.com/dp/B0CKP68SNT,FALSE,,FALSE,FALSE,,,,,,
84,J.S. FIELDS,The Ardulum Series,6,https://www.amazon.com/dp/B0BS1LGD5S,Amazon,Series,B0BS1LGD5S,B0BRZ13T5C,https://www.amazon.com/dp/B0BRZ13T5C,FALSE,,FALSE,FALSE,,,,,,
85,J.S. FIELDS,Worlds Apart Anthologies,4,https://www.amazon.com/dp/B0B98RNQK5,Amazon,Series,B0B98RNQK5,B097F5FHKK,https://www.amazon.com/dp/B097F5FHKK,FALSE,,FALSE,FALSE,,,,,,
86,J.S. FIELDS,The Rosewood Penny,1,https://www.amazon.com/dp/B0CMFYP3HC,Amazon,Ebook,B0CMFYP3HC,B0CMFYP3HC,https://www.amazon.com/dp/B0CMFYP3HC,FALSE,,FALSE,FALSE,,,,,,
87,J.S. FIELDS,Foxfire in the Snow,2,https://www.amazon.com/dp/B0DJDLSVGD,Amazon,Ebook,B0DJDLSVGD,B0DJDLSVGD,https://www.amazon.com/dp/B0DJDLSVGD,FALSE,,FALSE,FALSE,,,,,,
88,"J.S. FIELDS, WILLIAM C. TRACY, HEATHER TRACY",Lesbians in Space: Where No Man Has Gone Before,1,https://www.amazon.com/dp/B0F77CLMFD,Amazon,Ebook,B0F77CLMFD,B0F77CLMFD,https://www.amazon.com/dp/B0F77CLMFD,FALSE,,FALSE,FALSE,,,,,,
89,HEATHER TRACY,Only a Chapter,1,https://www.amazon.com/dp/B0DXQGDQPM,Amazon,Ebook,B0DXQGDQPM,B0DXQGDQPM,https://www.amazon.com/dp/B0DXQGDQPM,FALSE,,FALSE,FALSE,,,,,,
90,ROBIN C.M. DUNCAN,Quirk&Moth,3,https://www.amazon.com/dp/B0B7KVL7CH,Amazon,Series,B0B7KVL7CH,B0B6JQFGFG,https://www.amazon.com/dp/B0B6JQFGFG,FALSE,,FALSE,FALSE,,,,,,
91,CHRIS GERRIB,One of Our Spaceships is Missing,1,https://www.amazon.com/dp/B0B3NJ58NR,Amazon,Ebook,B0B3NJ58NR,B0B3NJ58NR,https://www.amazon.com/dp/B0B3NJ58NR,FALSE,,FALSE,FALSE,,,,,,
92,REESE HOGAN,My Heart Is Human,1,https://www.amazon.com/dp/B0C57HTVHH,Amazon,Ebook,B0C57HTVHH,B0C57HTVHH,https://www.amazon.com/dp/B0C57HTVHH,FALSE,,FALSE,FALSE,,,,,,
93,DAN EAVENSON,The World of Juno,1,https://www.amazon.com/dp/B0BGT5ZGMW,Amazon,Ebook,B0BGT5ZGMW,B0BGT5ZGMW,https://www.amazon.com/dp/B0BGT5ZGMW,FALSE,,FALSE,FALSE,,,,,,
94,JORDAN A. WERNER,The Witch and the Ostrich,1,https://www.amazon.com/dp/B0CRRYLMKF,Amazon,Ebook,B0CRRYLMKF,B0CRRYLMKF,https://www.amazon.com/dp/B0CRRYLMKF,FALSE,,FALSE,FALSE,,,,,,
95,C.J. HOSACK,Beads of Bone,2,https://www.amazon.com/dp/B0CV4NQ63B,Amazon,Ebook,B0CV4NQ63B,B0CV4NQ63B,https://www.amazon.com/dp/B0CV4NQ63B,FALSE,,FALSE,FALSE,,,,,,
96,J. ALEXANDER COHEN,Talio's Codex,1,https://www.amazon.com/dp/B0D3D6ZP3X,Amazon,Ebook,B0D3D6ZP3X,B0D3D6ZP3X,https://www.amazon.com/dp/B0D3D6ZP3X,FALSE,,FALSE,FALSE,,,,,,
97,ALEX KINGSLEY,Empress of Dust,2,https://www.amazon.com/dp/B0D9PSZH35,Amazon,Ebook,B0D9PSZH35,B0D9PSZH35,https://www.amazon.com/dp/B0D9PSZH35,FALSE,,FALSE,FALSE,,,,,,
98,A.Z. ROZKILLIS,Space Station X,1,https://www.amazon.com/dp/B0D9P72GHW,Amazon,Ebook,B0D9P72GHW,B0D9P72GHW,https://www.amazon.com/dp/B0D9P72GHW,FALSE,,FALSE,FALSE,,,,,,
99,KRISTINA W. KELLY,Tavern Tale,1,https://www.amazon.com/dp/B0DNWYTS4K,Amazon,Ebook,B0DNWYTS4K,B0DNWYTS4K,https://www.amazon.com/dp/B0DNWYTS4K,FALSE,,FALSE,FALSE,,,,,,
100,CAYE MARSH,Station in the Sky,1,https://www.amazon.com/dp/B0DR9QKNYQ,Amazon,Ebook,B0DR9QKNYQ,B0DR9QKNYQ,https://www.amazon.com/dp/B0DR9QKNYQ,FALSE,,FALSE,FALSE,,,,,,
101,ALLEE MEAD,Isaac,1,https://www.amazon.com/dp/B0FBZ78194,Amazon,Ebook,B0FBZ78194,B0FBZ78194,https://www.amazon.com/dp/B0FBZ78194,FALSE,,FALSE,FALSE,,,,,,
102,ATHENA GILES,Waves Take Your Bones,1,https://www.amazon.com/dp/B0FGGD5LBB,Amazon,Ebook,B0FGGD5LBB,B0FGGD5LBB,https://www.amazon.com/dp/B0FGGD5LBB,FALSE,,FALSE,FALSE,,,,,,
103,ANTONY PASCHOS,"It's You, Isn't It?",1,https://www.amazon.com/dp/B0FHWZ5114,Amazon,Ebook,B0FHWZ5114,B0FHWZ5114,https://www.amazon.com/dp/B0FHWZ5114,FALSE,,FALSE,FALSE,,,,,,
104,P.S.C. WILLIS,Crying Out For Magic,1,https://www.amazon.com/dp/B0D7BTRLTG,Amazon,Ebook,B0D7BTRLTG,B0D7BTRLTG,https://www.amazon.com/dp/B0D7BTRLTG,FALSE,,FALSE,FALSE,,,,,,
105,E.J. ISAACS,A New Beginning,1,https://www.amazon.com/dp/B0FK2R9H6F,Amazon,Ebook,B0FK2R9H6F,B0FK2R9H6F,https://www.amazon.com/dp/B0FK2R9H6F,FALSE,,FALSE,FALSE,,,,,,
106,MICHAEL CHATFIELD,The Trapped Mind Project,1,https://www.amazon.com/dp/B01MZD5RQX,Amazon,Ebook,B01MZD5RQX,B01MZD5RQX,https://www.amazon.com/dp/B01MZD5RQX,FALSE,,FALSE,FALSE,,,,,,
107,MICHAEL CHATFIELD,Restarting the Apocalypse,1,https://www.amazon.com/dp/B0F6VS2KX9,Amazon,Ebook,B0F6VS2KX9,B0F6VS2KX9,https://www.amazon.com/dp/B0F6VS2KX9,FALSE,,FALSE,FALSE,,,,,,
108,MICHAEL CHATFIELD,The Two Week Curse,1,https://www.amazon.com/dp/B07F7QQGZ9,Amazon,Ebook,B07F7QQGZ9,B07F7QQGZ9,https://www.amazon.com/dp/B07F7QQGZ9,FALSE,,FALSE,FALSE,,,,,,
109,MICHAEL CHATFIELD,The Four Horsemen,1,https://www.amazon.com/dp/B0CRFRYS78,Amazon,Ebook,B0CRFRYS78,B0CRFRYS78,https://www.amazon.com/dp/B0CRFRYS78,FALSE,,FALSE,FALSE,,,,,,
110,LIZ SAUCO,Lost Blades,1,https://www.amazon.com/dp/B0C7T3XWDQ,Amazon,Ebook,B0C7T3XWDQ,B0C7T3XWDQ,https://www.amazon.com/dp/B0C7T3XWDQ,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/lost-blades,https://www.smashwords.com/books/view/1412243,https://play.google.com/store/books/details/Liz_Sauco_Lost_Blades?id=CdjFEAAAQBAJ,https://books.apple.com/book/lost-blades/id6450522555,https://www.barnesandnoble.com/w/lost-blades-liz-sauco/1143651610?ean=2940160752310
111,DENNIS LIGGIO,Adventures of the Six Armed Brawler,1,https://www.amazon.com/dp/B0F1NHR1SR/,Amazon,Ebook,B0F1NHR1SR,B0F1NHR1SR,https://www.amazon.com/dp/B0F1NHR1SR,FALSE,,FALSE,FALSE,,,,,,
112,DENNIS LIGGIO,Nowak Brothers,5,https://www.amazon.com/dp/B0749R87SF,Amazon,Series,B0749R87SF,B00RPK225O,https://www.amazon.com/dp/B00RPK225O,FALSE,,FALSE,FALSE,,,,,,
113,DENNIS LIGGIO,"Cthulhu, Private Investigator",1,https://www.amazon.com/dp/B00KBA9R9Y/,Amazon,Ebook,B00KBA9R9Y,B00KBA9R9Y,https://www.amazon.com/dp/B00KBA9R9Y,FALSE,,FALSE,FALSE,,,,,,
114,DENNIS LIGGIO,Damned Lies,3,https://www.amazon.com/dp/B0753KTGY5,Amazon,Series,B0753KTGY5,B00HZQMX4S,https://www.amazon.com/dp/B00HZQMX4S,FALSE,,FALSE,FALSE,,,,,,
115,NOAH ISAACS,Tales of Aerym,3,https://www.amazon.com/dp/B0DDY5SR82,Amazon,Series,B0DDY5SR82,B0DDX13FWS,https://www.amazon.com/dp/B0DDX13FWS,FALSE,,FALSE,FALSE,,,,,,
116,ASHLEY CAPES,Knee-Deep in Cinders,1,https://www.amazon.com/gp/product/B0DCMTLYZM,Amazon,Ebook,B0DCMTLYZM,B0DCMTLYZM,https://www.amazon.com/dp/B0DCMTLYZM,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/knee-deep-in-cinders,https://www.smashwords.com/books/view/1612864,https://play.google.com/store/books/details?id=PywfEQAAQBAJ,,https://www.barnesandnoble.com/w/knee-deep-in-cinders-ashley-capes/1146248747
117,DELILAH WAAN,Petition,1,https://www.delilahwaan.com/r-fantasy/,Landing page,,,B0B2SGJG8H,https://www.amazon.com/dp/B0B2SGJG8H,TRUE,https://www.delilahwaan.com/r-fantasy,TRUE,TRUE,,https://www.kobo.com/en/ebook/petition-3,https://www.smashwords.com/books/view/1163468,https://play.google.com/store/books/details?id=4LeFEAAAQBAJ,https://books.apple.com/book/petition/id6443339723,https://www.barnesandnoble.com/w/petition-delilah-waan/1141695748?ean=2940186737384
118,SARAH LIN,New Game Minus,3,https://www.amazon.com/dp/B07PHMHLLP,Amazon,Series,B07PHMHLLP,B07KMMT9TX,https://www.amazon.com/dp/B07KMMT9TX,FALSE,,FALSE,FALSE,,,,,,
119,SARAH LIN,Street Cultivation,3,https://www.amazon.com/dp/B086YRRJ97,Amazon,Series,B086YRRJ97,B07W9J75R3,https://www.amazon.com/dp/B07W9J75R3,FALSE,,FALSE,FALSE,,,,,,
120,SARAH LIN,The Brightest Shadow,4,https://www.amazon.com/dp/B085RG85DC,Amazon,Series,B085RG85DC,B0856ZMG9Z,https://www.amazon.com/dp/B0856ZMG9Z,FALSE,,FALSE,FALSE,,,,,,
121,SARAH LIN,The Weirkey Chronicles,10,https://www.amazon.com/dp/B08P824NFN,Amazon,Series,B08P824NFN,B08P7TYG41,https://www.amazon.com/dp/B08P7TYG41,FALSE,,FALSE,FALSE,,,,,,
122,TARA SHELLEY,Rune Academy: The Witch's Curse,5,https://www.amazon.com/dp/B0CQS95B6N,Amazon,Series,B0CQS95B6N,B0CQS95B6N,https://www.amazon.com/dp/B0CQS95B6N,FALSE,,FALSE,FALSE,,,,,,
123,JEFFREY HALL,The Crumbling Kingdom,1,https://www.amazon.com/dp/B07K5KR1NX,Amazon,Ebook,B07K5KR1NX,B07K5KR1NX,https://www.amazon.com/dp/B07K5KR1NX,FALSE,,FALSE,FALSE,,,,,,
124,JEFFREY HALL,Under A God-Made Mountain,1,https://www.amazon.com/dp/B0DJ9SY4R3,Amazon,Ebook,B0DJ9SY4R3,B0DJ9SY4R3,https://www.amazon.com/dp/B0DJ9SY4R3,FALSE,,FALSE,FALSE,,,,,,
125,S.M. MCCOY,Taking Medusa/ Dark Gods Rising Series,1,https://www.amazon.com/dp/B0C6NXSN7X,Amazon,Ebook,B0C6NXSN7X,B0C6NXSN7X,https://www.amazon.com/dp/B0C6NXSN7X,FALSE,,FALSE,FALSE,,,,,,
126,K.E.ANDREWS,The Assassin of Grins and Secrets ,1,https://www.amazon.com/dp/B09D2H9PFJ,Amazon,Ebook,B09D2H9PFJ,B09D2H9PFJ,https://www.amazon.com/dp/B09D2H9PFJ,FALSE,,FALSE,FALSE,,,,,,
127,K.E.ANDREWS,Hills of Heather and Bone,1,https://www.amazon.com/dp/B0C1212GJR,Amazon,Ebook,B0C1212GJR,B0C1212GJR,https://www.amazon.com/dp/B0C1212GJR,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/hills-of-heather-and-bone,https://www.smashwords.com/books/view/1776242,,https://books.apple.com/book/hills-of-heather-and-bone/id6746351575,https://www.barnesandnoble.com/w/hills-of-heather-and-bone-keandrews/1147474098?ean=2940181715288
128,K.E.ANDREWS,Wild Skies,1,https://www.amazon.com/dp/B0DLH75FZV,Amazon,Ebook,B0DLH75FZV,B0DLH75FZV,https://www.amazon.com/dp/B0DLH75FZV,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/wild-skies,https://www.smashwords.com/books/view/1648945,,https://books.apple.com/book/wild-skies/id6738161479,https://www.barnesandnoble.com/w/wild-skies-keandrews/1146553240?ean=2940180707314
129,KAI ZEAL,Riyati Rebirth,1,https://store.aquakatpublishing.com/b/rebirth-ebook,Direct,,,B0DX18LBVL,https://www.amazon.com/dp/B0DX18LBVL,TRUE,https://store.aquakatpublishing.com/b/rebirth-ebook,FALSE,TRUE,,https://www.kobo.com/en/ebook/riyati-rebirth-2,https://www.smashwords.com/books/view/1708143,https://play.google.com/store/books/details?id=qgYVEQAAQBAJ&P,https://books.apple.com/book/riyati-rebirth/id6741919158,https://www.barnesandnoble.com/w/riyati-rebirth-kai-zeal/1146992716?ean=2940181062405
130,S. JEAN,Born of Scourge,1,https://www.amazon.com/gp/product/B0CJTNGHLY,Amazon,Ebook,B0CJTNGHLY,B0CJTNGHLY,https://www.amazon.com/dp/B0CJTNGHLY,TRUE,https://shop.earlronove.com/b/bornofscourge,TRUE,TRUE,,https://www.kobo.com/en/ebook/born-of-scourge,https://www.smashwords.com/books/view/1457336,,https://books.apple.com/book/born-of-scourge/id6467766117,https://www.barnesandnoble.com/w/born-of-scourge-s-jean/1144123292?ean=2940179295785
131,GORDON PRESTON,Zendragon,1,https://www.amazon.com/dp/B09MRQ717J,Amazon,Ebook,B09MRQ717J,B09MRQ717J,https://www.amazon.com/dp/B09MRQ717J,FALSE,,TRUE,FALSE,,,,,,
132,RUSSELL CARROLL,The Prophecies of Zarune,2,https://www.amazon.com/dp/B0DCX68YDV,Amazon,Series,B0DCX68YDV,B0DCWVJX7Q,https://www.amazon.com/dp/B0DCWVJX7Q,FALSE,,TRUE,FALSE,,,,,,
133,MICHAEL MICHEL,Dreams of Dust and Steel,4,https://www.amazon.com/dp/B0F1BL54XW,Amazon,Series,B0F1BL54XW,B0F1GWM6Z6,https://www.amazon.com/dp/B0F1GWM6Z6,FALSE,,TRUE,FALSE,,,,,,
134,MICHAEL MICHEL,Way of the Wizard,1,https://www.amazon.com/dp/B0CW18C7LY,Amazon,Ebook,B0CW18C7LY,B0CW18C7LY,https://www.amazon.com/dp/B0CW18C7LY,FALSE,,TRUE,FALSE,https://m.media-amazon.com/images/I/91yu9+PYXsL._SY300_.jpg,,,,,
135,J.A. ANDREWS,The Keeper Chronicles Complete Trilogy,1,https://www.amazon.com/dp/B07QN31TDH,Amazon,Ebook,B07QN31TDH,B07QN31TDH,https://www.amazon.com/dp/B07QN31TDH,FALSE,,TRUE,FALSE,,,,,,
136,J.A. ANDREWS,The Keeper Origins Complete Trilogy,1,https://www.amazon.com/dp/B0CBG57QHZ,Amazon,Ebook,B0CBG57QHZ,B0CBG57QHZ,https://www.amazon.com/dp/B0CBG57QHZ,FALSE,,FALSE,FALSE,,,,,,
137,A.M. WEALD,"Hunt Monsters, Do Magic, and Fall in Love",1,https://www.amazon.com/dp/B0DFTRFR9Q,Amazon,Ebook,B0DFTRFR9Q,B0DFTRFR9Q,https://www.amazon.com/dp/B0DFTRFR9Q,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/hunt-monsters-do-magic-and-fall-in-love,https://www.smashwords.com/books/view/1611109,https://play.google.com/store/books/details?id=vBoFEQAAQBAJ,https://books.apple.com/book/hunt-monsters-do-magic-and-fall-in-love-a/id6670340926,https://www.barnesandnoble.com/w/hunt-monsters-do-magic-and-fall-in-love-a-m-weald/1146236961?ean=2940181623552
138,A.M. WEALD,Fimbulvinter's Fires,1,https://www.amazon.com/dp/B0FP1SJM96,Amazon,Ebook,B0FP1SJM96,B0FP1SJM96,https://www.amazon.com/dp/B0FP1SJM96,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/fimbulvinter-s-fires,https://www.smashwords.com/books/view/1842188,https://play.google.com/store/books/details?id=5K2BEQAAQBAJ,https://books.apple.com/book/fimbulvinters-fires-a-queer-apocalyptic-sci-fi/id6751628032,https://www.barnesandnoble.com/w/fimbulvinters-fires-am-weald/1148634048?ean=2940182477017
