ID,AUTHOR NAME,BOOK/SERIES NAME,BOOKS PLEDGED,Link Submitted,Link Type,Submitted ASIN type,Submitted ASIN (Clean),Ebook 1 ASIN,Clean Amazon US link,Direct?,Direct link,International?,Wide?,Image URL (for Rose's use),Kobo Link,Smashwords Link,Google Play Link,Apple Books Link,Barnes & Noble Link
139,A.M. WEALD,Unburnt,1,https://www.amazon.com/dp/B0CGRSGNNV,Amazon,Ebook,B0CGRSGNNV,B0CGRSGNNV,https://www.amazon.com/dp/B0CGRSGNNV,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/unburnt,https://www.smashwords.com/books/view/1442972,https://play.google.com/store/books/details?id=pHbSEAAAQBAJ,https://books.apple.com/book/unburnt-a-speculative-firefighter-novella/id6463633355,https://www.barnesandnoble.com/w/unburnt-a-m-weald/1144284939?ean=2940181134751
140,PAUL G. ZAREITH,The Nightwyrms' Resurgence,1,https://www.amazon.com/dp/B0D31THHFZ,Amazon,Ebook,B0D31THHFZ,B0D31THHFZ,https://www.amazon.com/dp/B0D31THHFZ,FALSE,,TRUE,FALSE,,,,,,
141,PAUL G. ZAREITH,The Moribund Monarch's Masterpiece,1,https://www.amazon.com/dp/B0F272QZTM,Amazon,Ebook,B0F272QZTM,B0F272QZTM,https://www.amazon.com/dp/B0F272QZTM,FALSE,,TRUE,FALSE,,,,,,
142,JONATHAN NEVES MAYERS,Vevin Song,1,https://www.amazon.com/dp/B0BLSW45BF,Amazon,Ebook,B0BLSW45BF,B0BLSW45BF,https://www.amazon.com/dp/B0BLSW45BF,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/vevin-song,https://www.smashwords.com/books/view/1827863,https://play.google.com/store/books/details/Jonathan_Neves_Mayers_Vevin_Song?id=FG6DEQAAQBAJ,https://books.apple.com/book/vevin-song/id6749723976,https://www.barnesandnoble.com/w/vevin-song-jonathan-neves-mayers/1148010385?ean=2940181712928
143,C.B. LANSDELL,The Apidecca Duology,1,https://www.amazon.com/dp/B0C6KZFD1C,Amazon,Ebook,B0C6KZFD1C,B0C6KZFD1C,https://www.amazon.com/dp/B0C6KZFD1C,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/far-removed,https://www.smashwords.com/books/view/1427907,,https://books.apple.com/book/far-removed/id6452628996,https://www.barnesandnoble.com/w/far-removed-c-b-lansdell/1143820954?ean=2940167493827
144,C.B. LANSDELL,The Tidelings of Dras Sayve,1,https://www.amazon.com/dp/B0CSGZMC9T,Amazon,Ebook,B0CSGZMC9T,B0CSGZMC9T,https://www.amazon.com/dp/B0CSGZMC9T,FALSE,,TRUE,FALSE,,,,,,
145,STEVE HUGH WESTENRA,The Wings of Ashtaroth,1,https://www.amazon.com/Wings-Ashtaroth-Sands-Hazzan-Book-ebook/dp/B0C9FWSH91,Amazon,Ebook,B0C9FWSH91,B0C9FWSH91,https://www.amazon.com/dp/B0C9FWSH91,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/the-wings-of-ashtaroth,https://www.smashwords.com/books/view/1394961,,https://books.apple.com/book/the-wings-of-ashtaroth/id6449254477,https://www.barnesandnoble.com/w/the-wings-of-ashtaroth-steve-hugh-westenra/1143498080?ean=2940167575288
146,ADAM BASSETT,Digital Extremities,1,https://www.amazon.com/dp/B0D8GF7X4G,Amazon,Ebook,B0D8GF7X4G,B0D8GF7X4G,https://www.amazon.com/dp/B0D8GF7X4G,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/digital-extremities,https://www.smashwords.com/books/view/1591757,,https://books.apple.com/book/digital-extremities/id65539805022,https://www.barnesandnoble.com/w/digital-extremities-adam-bassett/1145926459?ean=2940185972915
147,ADAM BASSETT,Animus Paradox,1,https://www.amazon.com/dp/B0DPLM9BVM,Amazon,Ebook,B0DPLM9BVM,B0DPLM9BVM,https://www.amazon.com/dp/B0DPLM9BVM,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/animus-paradox,https://www.smashwords.com/books/view/1658830,,https://books.apple.com/book/animus-paradox/id6739010215,https://www.barnesandnoble.com/w/animus-paradox-adam-bassett/1146638864?ean=2940184488585
148,JD RIVERS,The Edge of a World,1,https://www.amazon.com/Edge-World-JD-Rivers-ebook/dp/B0DJFMR8WW,Amazon,Ebook,B0DJFMR8WW,B0DJFMR8WW,https://www.amazon.com/dp/B0DJFMR8WW,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/the-edge-of-a-world,https://www.smashwords.com/books/view/1563556,https://play.google.com/store/books/details?id=lxklEQAAQBAJ,https://books.apple.com/book/the-edge-of-a-world/id6502577867,https://www.barnesandnoble.com/w/the-edge-of-a-world-jd-rivers/1146147344?ean=2940179861898
149,NIKKI MCCORMACK,The Warden's Son Series,4,https://www.amazon.com/The-Wardens-Son/dp/B0CMTJ6W3M,Amazon,Series,B0CMTJ6W3M,B0CR6PCPMG,https://www.amazon.com/dp/B0CR6PCPMG,FALSE,,FALSE,FALSE,,,,,,
150,NIKKI MCCORMACK,Daughter of Vanris Trilogy,3,https://www.amazon.com/Daughter-of-Vanris/dp/B0F4PTT4DZ,Amazon,Series,B0F4PTT4DZ,B0F4PSKNYD,https://www.amazon.com/dp/B0F4PSKNYD,FALSE,,FALSE,FALSE,,,,,,
151,ADAM HOLCOMBE,Chronicles of Gam Gam,2,https://www.amazon.com/dp/B0C5X3KT6F,Amazon,Series,B0C5X3KT6F,B0BWL1VZ6G,https://www.amazon.com/dp/B0BWL1VZ6G,FALSE,,FALSE,FALSE,,,,,,
152,M.C. BURNELL,The Tipping World,3,https://www.amazon.com/dp/B0DZ8XSCT4,Amazon,Series,B0DZ8XSCT4,B0DN81B1N4,https://www.amazon.com/dp/B0DN81B1N4,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/a-path-of-endless-crossroads,https://www.smashwords.com/books/view/1657981,https://play.google.com/store/books/details?id=0dZBEQAAQBAJ,https://books.apple.com/book/a-path-of-endless-crossroads/id6738936544,https://www.barnesandnoble.com/w/a-path-of-endless-crossroads-m-c-burnell/1146625449?ean=2940179991793
153,HELYNA L. CLOVE,Imbued,1,https://www.amazon.com/dp/B0D3D493RT,Amazon,Ebook,B0D3D493RT,B0D3D493RT,https://www.amazon.com/dp/B0D3D493RT,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/imbued-1,https://www.smashwords.com/books/view/1575224,,https://books.apple.com/book/imbued/id6504156519,https://www.barnesandnoble.com/w/imbued-helyna-l-clove/1145748064?ean=2940180011701
154,ADAM JOSEPH,Magicom,1,https://www.amazon.com/dp/B0C2DJ7L8F,Amazon,Ebook,B0C2DJ7L8F,B0C2DJ7L8F,https://www.amazon.com/dp/B0C2DJ7L8F,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/magicom,https://www.smashwords.com/books/view/1403105,,https://books.apple.com/book/magicom/id6449912389,https://www.barnesandnoble.com/w/magicom-adam-joseph/1143597422
155,TJ MUIR,Legacy of the Lost Mage,1,https://www.amazon.com/dp/B0CW1HL76P,Amazon,Ebook,B0CW1HL76P,B0CW1HL76P,https://www.amazon.com/dp/B0CW1HL76P,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/winter-maged2,,https://play.google.com/store/books/details/TJ_Muir_Winter_Mage?id=YcRgEQAAQBAJ,https://books.apple.com/book/winter-mage/id6746519266,https://www.barnesandnoble.com/w/winter-mage-tj-muir/1147435667?ean=2940181417755
156,TJ MUIR,The Chanmyr chroniclees,1,https://www.amazon.com/dp/B08RWC5T18,Amazon,Ebook,B08RWC5T18,B08RWC5T18,https://www.amazon.com/dp/B08RWC5T18,FALSE,,FALSE,FALSE,,,,,,
157,PEMRY JANES,The Living Sword,1,https://www.amazon.com/dp/B00ELBEJHE/,Amazon,Ebook,B00ELBEJHE,B00ELBEJHE,https://www.amazon.com/dp/B00ELBEJHE,FALSE,,TRUE,TRUE,,https://www.kobo.com/en/ebook/the-living-sword-1,https://www.smashwords.com/books/view/991696,,https://books.apple.com/book/the-living-sword/id747659845,https://www.barnesandnoble.com/w/the-living-sword-pemry-janes/1117398136?ean=2940148979258
158,N. C. SCRIMGEOUR,The Waystations Trilogy,3,https://www.amazon.com/dp/B09JB2LSSR,Amazon,Series,B09JB2LSSR,B09JB7FG6F,https://www.amazon.com/dp/B09JB7FG6F,FALSE,,TRUE,FALSE,,,,,,
159,N. C. SCRIMGEOUR,The Sea of Souls Saga,3,https://www.amazon.com/dp/B0CB7B6279,Amazon,Series,B0CB7B6279,B0C412PFMX,https://www.amazon.com/dp/B0C412PFMX,FALSE,,TRUE,FALSE,,,,,,
160,MICHAEL ROBERTI,Crown and Tide,3,https://www.amazon.com/dp/B09RVJL21F,Amazon,Series,B09RVJL21F,B09RVG3S2M,https://www.amazon.com/dp/B09RVG3S2M,FALSE,,FALSE,FALSE,,,,,,
161,AJ ALEXANDERS,Not Your Mountain,2,https://www.amazon.com/Not-Your-Mountain-Adventures-Book-ebook/dp/B0CGJXTTB6,Amazon,Ebook,B0CGJXTTB6,B0CGJXTTB6,https://www.amazon.com/dp/B0CGJXTTB6,FALSE,,FALSE,FALSE,,,,,,
162,LILY GREENE,An Ambitious Woman and Her Very Normal Pet,1,https://www.amazon.com/Ambitious-Woman-her-Very-Normal-ebook/dp/B0DJ8GDDXW/,Amazon,Ebook,B0DJ8GDDXW,B0DJ8GDDXW,https://www.amazon.com/dp/B0DJ8GDDXW,FALSE,,TRUE,FALSE,,,,,,
163,STEVEN HEALT,The Amboy Series,5,https://www.amazon.com/dp/B09446886L,Amazon,Series,B09446886L,B0941ZJLVD,https://www.amazon.com/dp/B0941ZJLVD,FALSE,,FALSE,FALSE,,,,,,
164,TAO WONG,Magic Kingdom at War,6,https://www.amazon.com/dp/B0CTHQ4LPS,Amazon,Series,B0CTHQ4LPS,B0D343FD83,https://www.amazon.com/dp/B0D343FD83,FALSE,,FALSE,FALSE,,,,,,
165,TAO WONG,Leveled Up Love,1,https://www.amazon.com/dp/B08P2B9S6Z,Amazon,Ebook,B08P2B9S6Z,B08P2B9S6Z,https://www.amazon.com/dp/B08P2B9S6Z,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/leveled-up-love-1,https://www.smashwords.com/books/view/1086571,https://play.google.com/store/books/details/Tao_Wong_Leveled_Up_Love?id=soAwEAAAQBAJ,https://books.apple.com/book/leveled-up-love/id64430158666,https://www.barnesandnoble.com/w/leveled-up-love-tao-wong/1138410240?ean=2940185572559
166,TAO WONG,Eternal Night,3,https://www.amazon.com/dp/B0BRBKZZ65,Amazon,Series,B0BRBKZZ65,B08MFVL87Y,https://www.amazon.com/dp/B08MFVL87Y,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/first-steps-into-the-night,https://www.smashwords.com/books/view/1052485,https://play.google.com/store/books/details/Tao_Wong_First_Steps_into_the_Night_Eternal_Night?id=3aEGEAAAQBAJ,https://books.apple.com/book/first-steps-into-the-night/id1538456806,https://www.barnesandnoble.com/w/first-steps-into-the-night-tao-wong/1140101556?ean=2940185662243
167,GRAYSON SINCLAIR,Trinty of the Hive,3,https://www.amazon.com/dp/B08FT3VC9Z,Amazon,Series,B08FT3VC9Z,B08FK7BMRJ,https://www.amazon.com/dp/B08FK7BMRJ,FALSE,,FALSE,FALSE,,,,,,
168,TAO WONG & CRAIG HAMILTON,System Apocalypse: Relentless,3,https://www.amazon.com/dp/B09BLHPBD1,Amazon,Series,B09BLHPBD1,B09BLCW5V3,https://www.amazon.com/dp/B09BLCW5V3,FALSE,,FALSE,FALSE,,,,,,
169,TAO WONG & K.T. HANNA,System Apocalypse: Australia,3,https://www.amazon.com/dp/B09JL2J6PV,Amazon,Ebook,B09JL2J6PV,B09JL2J6PV,https://www.amazon.com/dp/B09JL2J6PV,FALSE,,FALSE,FALSE,,,,,,
170,TAO WONG & JASON J. WILLIS,System Apocalypse: Liberty,1,https://www.amazon.com/dp/B0D7HGNTFX,Amazon,Ebook,B0D7HGNTFX,B0D7HGNTFX,https://www.amazon.com/dp/B0D7HGNTFX,FALSE,,FALSE,FALSE,https://m.media-amazon.com/images/I/81DWe1pYKiL._SY300_.jpg,,,,,
171,ADAM BRIGHT ,Dungeon Incursions ,5,https://www.amazon.com/dp/B0BQWWP9X4,Amazon,Series,B0BQWWP9X4,B0BJ7QRWWV,https://www.amazon.com/dp/B0BJ7QRWWV,FALSE,,FALSE,FALSE,,,,,,
172,EMILY BARLOW,The Weatherworker Chronicles,1,https://www.amazon.com/dp/B0F4NP4RDR,Amazon,Ebook,B0F4NP4RDR,B0F4NP4RDR,https://www.amazon.com/dp/B0F4NP4RDR,FALSE,,FALSE,FALSE,"https://m.media-amazon.com/images/I/9147lHuMy3L._CLa%7C3208,2560%7CA1YdvnvjcUL.jpg%7C0,0,1600,2560+1608,0,1600,2560_._SY300_.jpg",,,,,
173,EMILY BARLOW,The Raven's Children,1,https://www.amazon.com/dp/B0CTJM72ZD,Amazon,Ebook,B0CTJM72ZD,B0CTJM72ZD,https://www.amazon.com/dp/B0CTJM72ZD,FALSE,,FALSE,FALSE,,,,,,
174,EMILY BARLOW,Involuntarily Immortal,1,https://www.amazon.com/dp/B0CH3WLBPC,Amazon,Ebook,B0CH3WLBPC,B0CH3WLBPC,https://www.amazon.com/dp/B0CH3WLBPC,FALSE,,FALSE,FALSE,,,,,,
175,TOM MOCK,The Long Nights,1,https://www.amazon.com/gp/aw/d/B07VNHP929,Amazon,Ebook,B07VNHP929,B07VNHP929,https://www.amazon.com/dp/B07VNHP929,FALSE,,FALSE,FALSE,,,,,,
176,J.J. THORN,The Weight Of It All,1,https://www.amazon.com/dp/B08RRVDDFT,Amazon,Ebook,B08RRVDDFT,B08RRVDDFT,https://www.amazon.com/dp/B08RRVDDFT,FALSE,,FALSE,FALSE,,,,,,
177,J.J. THORN,System Orphans: Claire,1,https://www.amazon.com/dp/B0BTRTMXCQ,Amazon,Ebook,B0BTRTMXCQ,B0BTRTMXCQ,https://www.amazon.com/dp/B0BTRTMXCQ,FALSE,,FALSE,FALSE,,,,,,
178,ROANNA SYLVER,Chameleon Moon,1,https://www.amazon.com/dp/B01LW0O7KJ,Amazon,Ebook,B01LW0O7KJ,B01LW0O7KJ,https://www.amazon.com/dp/B01LW0O7KJ,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/chameleon-moon,https://www.smashwords.com/books/view/664635,,https://books.apple.com/book/chameleon-moon/id1153266754,https://www.barnesandnoble.com/w/chameleon-moon-roanna-sylver/1120646993?ean=2940153378015
179,ROANNA SYLVER,Stake Sauce,1,https://www.amazon.com/dp/B0784V2CV9,Amazon,Ebook,B0784V2CV9,B0784V2CV9,https://www.amazon.com/dp/B0784V2CV9,TRUE,https://roannasylver.gumroad.com/l/StakeSaucePreOrder,FALSE,TRUE,,https://www.kobo.com/en/ebook/arc-1-the-secret-ingredient-is-love-no-really,https://www.smashwords.com/books/view/1495593,,,https://www.barnesandnoble.com/w/arc-1-roanna-sylver/1127308193?ean=2940154899052
180,E J DOBLE,The Realm of the Prophets Trilogy,3,https://www.amazon.com/dp/B0BZWT69NN,Amazon,Series,B0BZWT69NN,B0BFB72ZYB,https://www.amazon.com/dp/B0BFB72ZYB,FALSE,,FALSE,FALSE,,,,,,
182,CHRIS TULLBANE,See These Bones / The Murder of Crows,1,https://www.amazon.com/dp/B07YBVN74N,Amazon,Ebook,B07YBVN74N,B07YBVN74N,https://www.amazon.com/dp/B07YBVN74N,FALSE,,FALSE,FALSE,,,,,,
183,CHRIS TULLBANE,Speaker of Tongues / The (Second) Life of Brian,1,https://www.amazon.com/dp/B0CX2ZFFVX,Amazon,Ebook,B0CX2ZFFVX,B0CX2ZFFVX,https://www.amazon.com/dp/B0CX2ZFFVX,FALSE,,FALSE,FALSE,,,,,,
184,B. S. H. GARCIA,The Heart of Quinaria,4,https://www.amazon.com/dp/B0C2JNH9DR,Amazon,Series,B0C2JNH9DR,B0BS6B9PRM,https://www.amazon.com/dp/B0BS6B9PRM,FALSE,,FALSE,FALSE,,,,,,
185,ALEX C. PIERCE,The Crow's Gambit,2,https://www.amazon.com/dp/B0CV39MCJV,Amazon,Series,B0CV39MCJV,B09XRBRYQP,https://www.amazon.com/dp/B09XRBRYQP,FALSE,,FALSE,FALSE,,,,,,
186,ISEULT MURPHY,The Mountains of Sorrow,1,https://ko-fi.com/s/bc978ba23d,Direct,,,B09MKTVFH3,https://www.amazon.com/dp/B09MKTVFH3,TRUE,https://ko-fi.com/s/bc978ba23d,FALSE,TRUE,,https://www.kobo.com/en/ebook/the-mountains-of-sorrow,https://www.smashwords.com/books/view/1864812,,https://books.apple.com/book/the-mountains-of-sorrow/id6753089388,https://www.barnesandnoble.com/w/the-mountains-of-sorrow-iseult-murphy/1148399197
187,EMMA L. ADAMS,The Lost Sentinel,3,https://www.amazon.com/dp/B09PVQKP15,Amazon,Ebook,B09PVQKP15,B09PVQKP15,https://www.amazon.com/dp/B09PVQKP15,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/the-lost-sentinel,https://www.smashwords.com/books/view/1312200,https://play.google.com/store/books/details/Emma_L_Adams_The_Lost_Sentinel?id=f_-lEAAAQBAJ,https://books.apple.com/book/the-lost-sentinel/id64453202255,https://www.barnesandnoble.com/w/the-lost-sentinel-emma-l-adams/1140776907?ean=2940185893517
188,EMMA L. ADAMS,Death's Disciple,2,https://www.amazon.com/dp/B0C59MMB4C,Amazon,Ebook,B0C59MMB4C,B0C59MMB4C,https://www.amazon.com/dp/B0C59MMB4C,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/death-s-disciple-1,https://www.smashwords.com/books/view/1400425,https://play.google.com/store/books/details/Emma_L_Adams_Death_s_Disciple?id=qaK_EAAAQBAJ,https://books.apple.com/book/deaths-disciple/id64492020955,https://www.barnesandnoble.com/w/deaths-disciple-emma-l-adams/1143489341?ean=2940160720166
189,VALINORA TROY,The Lucky Diamond,1,https://www.amazon.com/dp/B09JGWGRZ7,Amazon,Ebook,B09JGWGRZ7,B09JGWGRZ7,https://www.amazon.com/dp/B09JGWGRZ7,FALSE,,FALSE,FALSE,,,,,,
190,ALEXANDER LAYNE,Path of the Knight,1,https://www.amazon.com/dp/B0CTFCVCYT,Amazon,Ebook,B0CTFCVCYT,B0CTFCVCYT,https://www.amazon.com/dp/B0CTFCVCYT,FALSE,,FALSE,FALSE,,,,,,
191,ALEXANDER LAYNE,Master of Bones,1,https://www.amazon.com/dp/B0DYTQHJWH,Amazon,Ebook,B0DYTQHJWH,B0DYTQHJWH,https://www.amazon.com/dp/B0DYTQHJWH,FALSE,,FALSE,FALSE,,,,,,
192,ALEXANDER LAYNE,The Bone Spear,1,https://www.amazon.com/dp/B0BY9MRZXP,Amazon,Ebook,B0BY9MRZXP,B0BY9MRZXP,https://www.amazon.com/dp/B0BY9MRZXP,FALSE,,FALSE,FALSE,,,,,,
193,MORGAN STANG,Murder at Spindle Manor,1,https://www.amazon.com/dp/B0BJ4LVXB2,Amazon,Ebook,B0BJ4LVXB2,B0BJ4LVXB2,https://www.amazon.com/dp/B0BJ4LVXB2,FALSE,,FALSE,FALSE,,,,,,
194,MORGAN STANG,Death to the Dread Goddess!,1,https://www.amazon.com/dp/B0FGWSWSLV,Amazon,Ebook,B0FGWSWSLV,B0FGWSWSLV,https://www.amazon.com/dp/B0FGWSWSLV,FALSE,,FALSE,FALSE,,,,,,
195,DYRK ASHTON,The Paternus Trilogy,3,https://www.amazon.com/dp/B08KHNG9TY,Amazon,Ebook,B08KHNG9TY,B08KHNG9TY,https://www.amazon.com/dp/B08KHNG9TY,FALSE,,FALSE,FALSE,,,,,,
196,ANGELA BOORD,Eterean Empire,2,https://www.amazon.com/dp/B08G8RZCWT,Amazon,Series,B08G8RZCWT,B07ST8KQ87,https://www.amazon.com/dp/B07ST8KQ87,FALSE,,FALSE,FALSE,,,,,,
197,A. T. HAWKINS,System Architect,3,https://www.amazon.com/dp/B0FLZP6RRZ,Amazon,Series,B0FLZP6RRZ,B0FLZQXBDP,https://www.amazon.com/dp/B0FLZQXBDP,FALSE,,FALSE,FALSE,,,,,,
198,ELIZA LEONE,Chronicles from Alku,3,https://www.amazon.com/dp/B0CLKW8D4T,Amazon,Series,B0CLKW8D4T,B0CNP2HX5T,https://www.amazon.com/dp/B0CNP2HX5T,FALSE,,FALSE,FALSE,,,,,,
199,RACHEL EMMA SHAW,Memoria Duology,2,https://www.amazon.com/dp/B08KH6FNJH,Amazon,Series,B08KH6FNJH,B08383LYHG,https://www.amazon.com/dp/B08383LYHG,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/last-memoria,https://www.smashwords.com/books/view/1023852,https://play.google.com/store/books/details/Rachel_Emma_Shaw_Last_Memoria?id=0W_mDwAAQBAJ,https://books.apple.com/book/last-memoria/id1517114648,https://www.barnesandnoble.com/w/last-memoria-rachel-emma-shaw/1137139195
200,RACHEL EMMA SHAW,Sacaran Nights,1,https://www.amazon.com/dp/B097KHX9BL,Amazon,Ebook,B097KHX9BL,B097KHX9BL,https://www.amazon.com/dp/B097KHX9BL,FALSE,,FALSE,FALSE,,,,,,
201,Y. R. LIU,The Godsfang,1,https://www.amazon.com/dp/B09HX1J9VK,Amazon,Ebook,B09HX1J9VK,B09HX1J9VK,https://www.amazon.com/dp/B09HX1J9VK,TRUE,https://yrliu.itch.io/the-godsfang,TRUE,TRUE,,https://www.kobo.com/en/ebook/the-godsfang,https://www.smashwords.com/books/view/1703716,https://play.google.com/store/books/details?id=VshDEQAAQBAJ,https://books.apple.com/book/the-godsfang-an-achillean-tragedy/id6741596802,https://www.barnesandnoble.com/w/the-godsfang-y-r-liu/1146952106
202,Y. R. LIU,The Citadel at the End of the World,1,https://www.amazon.com/dp/B09G26CF9Y,Amazon,Ebook,B09G26CF9Y,B09G26CF9Y,https://www.amazon.com/dp/B09G26CF9Y,TRUE,https://yrliu.itch.io/the-citadel-at-the-end-of-the-world,TRUE,TRUE,,https://www.kobo.com/en/ebook/the-citadel-at-the-end-of-the-world,https://www.smashwords.com/books/view/1723387,https://play.google.com/store/books/details?id=mFtMEQAAQBAJ,https://books.apple.com/book/the-citadel-at-the-end-of-the-world/id6742913472,https://www.barnesandnoble.com/w/the-citadel-at-the-end-of-the-world-y-r-liu/1147101323
203,RYAN KIRK,Saga of the Broken Gods,3,https://www.amazon.com/dp/B0DVWQS941,Amazon,Ebook,B0DVWQS941,B0DVWQS941,https://www.amazon.com/dp/B0DVWQS941,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/band-of-broken-gods,https://www.smashwords.com/books/view/1202626,https://play.google.com/store/books/details/Ryan_Kirk_Band_of_Broken_Gods?id=T6khEAAAQBAJ,https://books.apple.com/book/band-of-broken-gods/id1556911328,https://www.barnesandnoble.com/w/band-of-broken-gods-ryan-kirk/1138963925?ean=2940162192503
204,RYAN KIRK,These Fallen Swords,1,https://www.amazon.com/dp/B0CLR3QKJH,Amazon,Ebook,B0CLR3QKJH,B0CLR3QKJH,https://www.amazon.com/dp/B0CLR3QKJH,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/these-fallen-swords,https://www.smashwords.com/books/view/1470785,https://play.google.com/store/books/details/Ryan_Kirk_These_Fallen_Swords?id=U13fEAAAQBAJ,https://books.apple.com/book/these-fallen-swords/id6470333213,https://www.barnesandnoble.com/w/these-fallen-swords-ryan-kirk/1144278326?ean=2940185938553
205,LYNN STRONG,Chai and Cat-tales,1,https://www.amazon.com/dp/B0DPHTMTBS/,Amazon,Ebook,B0DPHTMTBS,B0DPHTMTBS,https://www.amazon.com/dp/B0DPHTMTBS,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/chai-and-cat-tales,,,,https://www.barnesandnoble.com/w/chai-and-cat-tales-lynn-strong/1146656520?ean=2940180663764
206,NOOR AL-SHANTI,Children of the Dead City,1,https://www.amazon.com/dp/B07SSMQ7BL,Amazon,Ebook,B07SSMQ7BL,B07SSMQ7BL,https://www.amazon.com/dp/B07SSMQ7BL,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/children-of-the-dead-city,https://www.smashwords.com/books/view/1299387,https://play.google.com/store/books/details/Noor_Al_Shanti_Children_of_the_Dead_City?id=Z26cDwAAQBAJ,https://books.apple.com/book/children-of-the-dead-city/id1467559493,https://www.barnesandnoble.com/w/children-of-the-dead-city-noor-al-shanti/1131992528?ean=2940156619894
207,NOOR AL-SHANTI,When the Traveler Stands Still ,1,https://www.amazon.com/dp/B09VFX5WPP,Amazon,Ebook,B09VFX5WPP,B09VFX5WPP,https://www.amazon.com/dp/B09VFX5WPP,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/when-the-traveler-stands-still,https://www.smashwords.com/books/view/1299340,https://play.google.com/store/books/details/Noor_Al_Shanti_When_the_Traveler_Stands_Still?id=YfhjEAAAQBAJ,https://books.apple.com/book/when-the-traveler-stands-still/id16141548133,https://www.barnesandnoble.com/w/when-the-traveler-stands-still-noor-al-shanti/1141221698?ean=2940166321848
208,NOOR AL-SHANTI,Isaree of the Wild Isles,1,https://www.amazon.com/dp/B0CB4TLL4Q,Amazon,Ebook,B0CB4TLL4Q,B0CB4TLL4Q,https://www.amazon.com/dp/B0CB4TLL4Q,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/isaree-of-the-wild-isles,https://www.smashwords.com/books/view/1418989,https://play.google.com/store/books/details/Noor_Al_Shanti_Isaree_of_the_Wild_Isles?id=tnfJEAAAQBAJ,https://books.apple.com/book/isaree-of-the-wild-isles/id6450931075,https://www.barnesandnoble.com/w/isaree-of-the-wild-isles-noor-al-shanti/1143744104?ean=2940167440135
209,C.M. LACKNER,Memories of Madness,2,https://www.amazon.com/dp/B08J83SXSF,Amazon,Series,B08J83SXSF,B08GCSNSHR,https://www.amazon.com/dp/B08GCSNSHR,FALSE,,FALSE,FALSE,,,,,,
210,D. HALE RAMBO,Between the Lines,1,https://www.amazon.com/dp/B0B5FFCNP5,Amazon,Ebook,B0B5FFCNP5,B0B5FFCNP5,https://www.amazon.com/dp/B0B5FFCNP5,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/between-the-lines-110,https://www.smashwords.com/books/view/1247964,https://play.google.com/store/books/details/D_Hale_Rambo_Between_the_Lines?id=DuN3EAAAQBAJ,https://books.apple.com/book/between-the-lines/id6443044154,https://www.barnesandnoble.com/w/between-the-lines-d-hale-rambo/1143447015?ean=2940185766170
211,LORNE RYBURN,The Menocht Loop,1,https://www.amazon.com/dp/B09M6L22P4,Amazon,Ebook,B09M6L22P4,B09M6L22P4,https://www.amazon.com/dp/B09M6L22P4,FALSE,,FALSE,FALSE,,,,,,
212,STRUNGBOUND,Ghost of the Truthseeker,1,https://www.amazon.com/dp/B0BWDBNLY1,Amazon,Ebook,B0BWDBNLY1,B0BWDBNLY1,https://www.amazon.com/dp/B0BWDBNLY1,FALSE,,FALSE,FALSE,,,,,,
213,MALCOLM TENT,Wish Upon the Stars,1,https://www.amazon.com/dp/B0CCV3MZ81,Amazon,Ebook,B0CCV3MZ81,B0CCV3MZ81,https://www.amazon.com/dp/B0CCV3MZ81,FALSE,,FALSE,FALSE,,,,,,
214,ALEXANDER OLSON,Ends of Magic,1,https://www.amazon.com/dp/B0CJBL9RXV,Amazon,Ebook,B0CJBL9RXV,B0CJBL9RXV,https://www.amazon.com/dp/B0CJBL9RXV,FALSE,,FALSE,FALSE,,,,,,
215,OSTENSIBLE MAMMAL,Godclads,1,https://www.amazon.com/dp/B0CQMLB7P3,Amazon,Ebook,B0CQMLB7P3,B0CQMLB7P3,https://www.amazon.com/dp/B0CQMLB7P3,FALSE,,FALSE,FALSE,,,,,,
