ID,AUTHOR NAME,BOOK/SERIES NAME,BOOKS PLEDGED,LINK MUST END IN ASIN,Clean ASIN,Clean Amazon US Link,Wide?,SPFBO/SPSFC?,SPFBO/SPSFC Cohort,Direct?,Direct link,Books available Internationally,International?,Image URL (for Rose's use),Kobo Link,Smashwords Link,Google Play Link,Apple Books Link,Barnes & Noble Link
171,WILLIAM C. TRACY,The Biomass Conflux,3,https://www.amazon.com/dp/B0BF5XVYR8,B0BF5XVYR8,https://www.amazon.com/dp/B0BF5XVYR8,FALSE,TRUE,SPSFC3,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/81PCTlY22+L._CLa%7C3129,2560%7C81e1kmsrroL.jpg,91qKHIBs9eL.jpg%7C0,0,1422,2560+1707,0,1422,2560+711,0,1707,2560_._SY300_.jpg",,,,,
172,WILLIAM C. TRACY,Physical Magic,1,https://www.amazon.com/dp/B0DHW6XMJG,B0DHW6XMJG,https://www.amazon.com/dp/B0DHW6XMJG,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
173,J.S. FIELDS,The Ardulum Series,5,https://www.amazon.com/dp/B0BS1LGD5S,B0BS1LGD5S,https://www.amazon.com/dp/B0BS1LGD5S,FALSE,FALSE,,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/91VjK+og+eL._CLa%7C3129,2560%7C81EoroVujXL.jpg,81ypstry04L.jpg%7C0,0,1422,2560+1707,0,1422,2560+711,0,1707,2560_._SY300_.jpg",,,,,
174,J.S. FIELDS,Worlds Apart Anthologies,4,https://www.amazon.com/dp/B0B98RNQK5,B0B98RNQK5,https://www.amazon.com/dp/B0B98RNQK5,FALSE,FALSE,,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/916JecO7LZL._CLa%7C3129,2560%7C81jYGbK3MgL.jpg,91x1SrKbioS.jpg%7C0,0,1422,2560+1707,0,1422,2560+711,0,1707,2560_._SY300_.jpg",,,,,
175,J.S. FIELDS,The Rosewood Penny,1,https://www.amazon.com/dp/B0CMFYP3HC,B0CMFYP3HC,https://www.amazon.com/dp/B0CMFYP3HC,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
176,CHRIS GERRIB,One of Our Spaceships is Missing,1,https://www.amazon.com/dp/B0B3NJ58NR,B0B3NJ58NR,https://www.amazon.com/dp/B0B3NJ58NR,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
177,J. ALEXANDER COHEN,Talio's Codex,1,https://www.amazon.com/dp/B0D3D6ZP3X,B0D3D6ZP3X,https://www.amazon.com/dp/B0D3D6ZP3X,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
178,CHAITANYA MURALI,Ajakava,1,https://www.amazon.com/dp/B0CCLPS7N3,B0CCLPS7N3,https://www.amazon.com/dp/B0CCLPS7N3,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
179,A.Z. ROZKILLIS,Space Station X,1,https://www.amazon.com/dp/B0D9P72GHW,B0D9P72GHW,https://www.amazon.com/dp/B0D9P72GHW,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
180,SARA CODAIR,Junk Junction,1,https://www.amazon.com/dp/B0CBKT1NJ5,B0CBKT1NJ5,https://www.amazon.com/dp/B0CBKT1NJ5,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
181,ROBIN C.M. DUNCAN,Quirk&Moth,3,https://www.amazon.com/dp/B0B7KVL7CH,B0B7KVL7CH,https://www.amazon.com/dp/B0B7KVL7CH,FALSE,FALSE,,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/81+w7nJxsUL._CLa%7C3129,2560%7C81+VK1kEykL.jpg,8198geT7LQL.jpg%7C0,0,1422,2560+1707,0,1422,2560+711,0,1707,2560_._SY300_.jpg",,,,,
182,C.J. HOSACK,The Slayer's Magic,1,https://www.amazon.com/dp/B0CV4NQ63B,B0CV4NQ63B,https://www.amazon.com/dp/B0CV4NQ63B,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
183,REESE HOGAN,My Heart Is Human,1,https://www.amazon.com/dp/B0C57HTVHH,B0C57HTVHH,https://www.amazon.com/dp/B0C57HTVHH,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
184,DAN EAVENSON,The World of Juno,1,https://www.amazon.com/dp/B0BGT5ZGMW,B0BGT5ZGMW,https://www.amazon.com/dp/B0BGT5ZGMW,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
185,JORDAN A. WERNER,The Witch and the Ostrich,1,https://www.amazon.com/dp/B0CRRYLMKF,B0CRRYLMKF,https://www.amazon.com/dp/B0CRRYLMKF,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
186,ALEX KINGSLEY,Empress of Dust,1,https://www.amazon.com/dp/B0D9PSZH35,B0D9PSZH35,https://www.amazon.com/dp/B0D9PSZH35,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
187,E.L. MONTAGUE,Heirs to a Flawed Creation,2,https://a.co/d/7b2dDkH,B0CY98X41X,https://www.amazon.com/dp/B0CY98X41X,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
188,E.L. MONTAGUE,Adrift in the Next Revolution,2,https://a.co/d/aXK1xM6,B0D9TSF7B5,https://www.amazon.com/dp/B0D9TSF7B5,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
189,MELINDA KUCSERA,Rogue Gods,3,https://www.amazon.com/dp/B0D73XGGTS,B0D73XGGTS,https://www.amazon.com/dp/B0D73XGGTS,FALSE,FALSE,,FALSE,,Book 1,TRUE,"https://m.media-amazon.com/images/I/81NDrwOi-RL._CLa%7C2603,2200%7C81ix7ncOXOL.jpg,81kz7+e23BL.jpg%7C0,0,1183,2200+1420,0,1183,2200+591,0,1420,2200_._SY300_.jpg",,,,,
190,MELINDA KUCSERA,Curse Breaker Enchanted,11,https://www.amazon.com/dp/B075TXDB8Z,B075TXDB8Z,https://www.amazon.com/dp/B075TXDB8Z,TRUE,TRUE,SPFBO9,TRUE,https://mkucsera.gumroad.com/l/tlgvx,,FALSE,"https://m.media-amazon.com/images/I/91cYxJow0fL._CLa%7C3045,2560%7C91Dj2xB6LVL.jpg,81CsaR+dBhL.jpg%7C0,0,1384,2560+1661,0,1384,2560+692,0,1661,2560_._SY300_.jpg",https://www.kobo.com/en/ebook/enchanted-73,https://www.smashwords.com/books/view/1520894,https://play.google.com/store/books/details/Melinda_Kucsera_Curse_Breaker_Enchanted?id=vO1XEAAAQBAJ,https://books.apple.com/book/curse-breaker-enchanted/id1308796318,https://www.barnesandnoble.com/w/curse-breaker-enchanted-melinda-kucsera/1124831728?ean=2940186347521
191,MELINDA KUCSERA,His Angelic Keeper,4,https://www.amazon.com/dp/B08R313F2X,B08R313F2X,https://www.amazon.com/dp/B08R313F2X,TRUE,FALSE,,TRUE,https://mkucsera.gumroad.com/l/kbogy,,FALSE,"https://m.media-amazon.com/images/I/91xhYB1ZZTL._CLa%7C2671,2200%7C91e0yvy6aDL.jpg,91oZ9SjLBoL.jpg%7C0,0,1214,2200+1457,0,1214,2200+607,0,1457,2200_._SY300_.jpg",https://www.kobo.com/en/ebook/his-angelic-keeper-2,https://www.smashwords.com/books/view/1520909,https://play.google.com/store/books/details/Melinda_Kucsera_His_Angelic_Keeper?id=JJNWEAAAQBAJ,https://books.apple.com/book/his-angelic-keeper/id1383725163,https://www.barnesandnoble.com/w/his-angelic-keeper-melinda-kucsera/1128654597?ean=2940185765623
192,LIZ SAUCO,Lost Blades,1,https://www.amazon.com/dp/B0C7T3XWDQ,B0C7T3XWDQ,https://www.amazon.com/dp/B0C7T3XWDQ,TRUE,FALSE,,TRUE,https://lizsaucoshop.com/collections/lost-blades/products/copy-of-preorder-lost-blades-kindle-and-ebook,,TRUE,,https://www.kobo.com/en/ebook/lost-blades,,https://play.google.com/store/books/details/Liz_Sauco_Lost_Blades?id=CdjFEAAAQBAJ,https://books.apple.com/book/lost-blades/id6450522555,https://www.barnesandnoble.com/w/lost-blades-liz-sauco/1143651610?ean=2940160752310
193,LILY GREENE,An Ambitious Woman and Her Very Normal Pet,1,https://www.amazon.com/dp/B0DJ8GDDXW,B0DJ8GDDXW,https://www.amazon.com/dp/B0DJ8GDDXW,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
194,THOMAS J DEVENS,Fall of Emros,2,https://www.amazon.com/dp/B08KDPQH1G,B08KDPQH1G,https://www.amazon.com/dp/B08KDPQH1G,FALSE,FALSE,,FALSE,,Book 1,TRUE,"https://m.media-amazon.com/images/I/81XFZW0uegL._CLa%7C3422,2560%7C81MqltxygYL.jpg%7C0,0,1707,2560+1715,0,1707,2560_._SY300_.jpg",,,,,
195,THOMAS J DEVENS,Vermin of the Old Empire,2,https://www.amazon.com/dp/B0CTHPPTDW,B0CTHPPTDW,https://www.amazon.com/dp/B0CTHPPTDW,FALSE,TRUE,SPFBO7,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/91LZ7cNFoLL._CLa%7C3009,2397%7C91WWiTGbb0L.jpg%7C0,0,1501,2397+1508,0,1501,2397_._SY300_.jpg",,,,,
196,SARAH LIN,New Game Minus,3,https://www.amazon.com/dp/B07PHMHLLP,B07PHMHLLP,https://www.amazon.com/dp/B07PHMHLLP,FALSE,FALSE,,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/81UzE6vgHdL._CLa%7C3043,2560%7C71ooYwhJYXL.jpg,81jlnLWnCPL.jpg%7C0,0,1383,2560+1660,0,1383,2560+691,0,1660,2560_._SY300_.jpg",,,,,
197,SARAH LIN,The Brightest Shadow,4,https://www.amazon.com/dp/B085RG85DC,B085RG85DC,https://www.amazon.com/dp/B085RG85DC,FALSE,FALSE,,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/91MS4U1zvgS._CLa%7C3129,2546%7C81ynxV-I8zL.jpg,81ZrHFlFHHL.jpg%7C0,0,1422,2546+1707,0,1422,2546+711,0,1707,2546_._SY300_.jpg",,,,,
198,SARAH LIN,Street Cultivation,3,https://www.amazon.com/dp/B086YRRJ97,B086YRRJ97,https://www.amazon.com/dp/B086YRRJ97,FALSE,FALSE,,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/81qWVb162DL._CLa%7C2750,2263%7C818LG-dAAlL.jpg,81h+SxRzaaL.jpg%7C0,0,1250,2263+1500,0,1250,2263+625,0,1500,2263_._SY300_.jpg",,,,,
199,SARAH LIN,The Weirkey Chronicles,8,https://www.amazon.com/dp/B08P824NFN,B08P824NFN,https://www.amazon.com/dp/B08P824NFN,FALSE,FALSE,,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/81w48VPzPSL._CLa%7C2933,2560%7C81IwQdTLLTL.jpg,91QkHZ17ZDL.jpg%7C0,0,1333,2560+1600,0,1333,2560+666,0,1600,2560_._SY300_.jpg",,,,,
200,NIAMH & REBECCA SCHMID,A Daughter's Ransom ,5,https://www.amazon.com/dp/B08R2JJNMW,B08R2JJNMW,https://www.amazon.com/dp/B08R2JJNMW,FALSE,FALSE,,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/91fTMHhI45S._CLa%7C3243,2560%7C91QGkaPIEtL.jpg,81kGG70o2RL.jpg%7C0,0,1474,2560+1769,0,1474,2560+737,0,1769,2560_._SY300_.jpg",,,,,
201,G.M. NAIR,Duckett & Dyer: Dicks For Hire,1,https://www.amazon.com/dp/B087H3N8QK,B087H3N8QK,https://www.amazon.com/dp/B087H3N8QK,TRUE,TRUE,SPSFC1,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/8135cwTJJrL._CLa%7C2933,2550%7C81e5bLVlilL.jpg,814k94hV89L.jpg%7C0,0,1333,2550+1600,0,1333,2550+666,0,1600,2550_._SY300_.jpg",https://www.kobo.com/en/ebook/duckett-dyer-dicks-for-hire,https://www.smashwords.com/books/view/1461972,https://play.google.com/store/books/details/G_M_Nair_Duckett_Dyer_Dicks_For_Hire?id=5V7bEAAAQBAJ,https://books.apple.com/book/duckett-dyer-dicks-for-hire/id6469000012,https://www.barnesandnoble.com/w/duckett-dyer-g-m-nair/1131185919?ean=2940179148364
202,B.N. REELE,Vanishing Ink,1,https://www.amazon.com/dp/B0BSB1CZQQ,B0BSB1CZQQ,https://www.amazon.com/dp/B0BSB1CZQQ,FALSE,TRUE,SPFBO9,FALSE,,,TRUE,,,,,,
203,B.N. REELE,A Curse Within The Waves,1,https://www.amazon.com/dp/B0CW1Q5YMT,B0CW1Q5YMT,https://www.amazon.com/dp/B0CW1Q5YMT,FALSE,TRUE,SPFBOX,FALSE,,,TRUE,,,,,,
204,ALEX RAIZMAN,The Dungeon that Walks Like A Man,1,https://www.amazon.com/dp/B0BVNN6TFQ,B0BVNN6TFQ,https://www.amazon.com/dp/B0BVNN6TFQ,FALSE,TRUE,SPFBO9,FALSE,,,TRUE,,,,,,
205,ALEX RAIZMAN,Dinosaur Dungeon,3,https://www.amazon.com/dp/B092YS2VV2,B092YS2VV2,https://www.amazon.com/dp/B092YS2VV2,FALSE,TRUE,SPFBO7,FALSE,,,TRUE,,,,,,
206,ALEX RAIZMAN,Tamer of the Beasts,1,https://www.amazon.com//dp/B08KFM1P2B,B08KFM1P2B,https://www.amazon.com/dp/B08KFM1P2B,FALSE,TRUE,,FALSE,,,FALSE,,,,,,
207,ALEX RAIZMAN,Factory of the Gods Omnibus,1,https://www.amazon.com/dp/B09SR2XFG1,B09SR2XFG1,https://www.amazon.com/dp/B09SR2XFG1,FALSE,TRUE,SPFBO8,FALSE,,,FALSE,,,,,,
208,ALEX RAIZMAN,The Dragon's Scion,2,https://www.amazon.com/dp/B08R6HB1C6,B08R6HB1C6,https://www.amazon.com/dp/B08R6HB1C6,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
209,ALEX RAIZMAN,Small Worlds,2,https://www.amazon.com/dp/B07DYFSTN7,B07DYFSTN7,https://www.amazon.com/dp/B07DYFSTN7,FALSE,TRUE,SPFBO5 Semi-finalist,FALSE,,,FALSE,,,,,,
210,ALEX RAIZMAN,The Primeval Apocalypse,4,https://www.amazon.com/dp/B0CC4W84RR,B0CC4W84RR,https://www.amazon.com/dp/B0CC4W84RR,FALSE,FALSE,,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/81pQYFs++pL._CLa%7C3129,2560%7C81N58TXtskL.jpg,81xHBAWpVTL.jpg%7C0,0,1422,2560+1707,0,1422,2560+711,0,1707,2560_._SY300_.jpg",,,,,
211,ALEX RAIZMAN,Tidecaller,1,https://www.amazon.com/dp/B08NHTFFZN,B08NHTFFZN,https://www.amazon.com/dp/B08NHTFFZN,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
212,C.M. LACKNER,Memories of Madness,2,https://www.amazon.com/dp/B08J83SXSF,B08J83SXSF,https://www.amazon.com/dp/B08J83SXSF,FALSE,TRUE,SPFBO7 Semi-finalist,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/91FWLd3vNEL._CLa%7C3099,2560%7C91-xQgl0L8L.jpg%7C0,0,1546,2560+1553,0,1546,2560_._SY300_.jpg",,,,,
213,NOOR AL-SHANTI,Children of the Dead City ,1,https://www.amazon.com/dp/B07SSMQ7BL,B07SSMQ7BL,https://www.amazon.com/dp/B07SSMQ7BL,TRUE,TRUE,SPFBO5,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/children-of-the-dead-city,https://www.smashwords.com/books/view/1299387,https://play.google.com/store/books/details/Noor_Al_Shanti_Children_of_the_Dead_City?id=Z26cDwAAQBAJ,https://books.apple.com/book/children-of-the-dead-city/id1467559493,https://www.barnesandnoble.com/w/children-of-the-dead-city-noor-al-shanti/1131992528?ean=2940156619894
214,NOOR AL-SHANTI,When the Traveler Stands Still ,1,https://www.amazon.com/dp/B09VFX5WPP,B09VFX5WPP,https://www.amazon.com/dp/B09VFX5WPP,TRUE,TRUE,SPFBO8,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/when-the-traveler-stands-still,https://www.smashwords.com/books/view/1299340,https://play.google.com/store/books/details/Noor_Al_Shanti_When_the_Traveler_Stands_Still?id=YfhjEAAAQBAJ,https://books.apple.com/book/when-the-traveler-stands-still/id16141548133,https://www.barnesandnoble.com/w/when-the-traveler-stands-still-noor-al-shanti/1141221698?ean=2940166321848
215,NOOR AL-SHANTI,Isaree of the Wild Isles,1,https://www.amazon.com/dp/B0CB4TLL4Q,B0CB4TLL4Q,https://www.amazon.com/dp/B0CB4TLL4Q,TRUE,TRUE,SPFBOX,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/isaree-of-the-wild-isles,https://www.smashwords.com/books/view/1418989,https://play.google.com/store/books/details/Noor_Al_Shanti_Isaree_of_the_Wild_Isles?id=tnfJEAAAQBAJ,https://books.apple.com/book/isaree-of-the-wild-isles/id6450931075,https://www.barnesandnoble.com/w/isaree-of-the-wild-isles-noor-al-shanti/1143744104?ean=2940167440135
216,KEL E FOX,The Lightless Prophecy,3,https://www.amazon.com/dp/B09HCRH78B,B09HCRH78B,https://www.amazon.com/dp/B09HCRH78B,TRUE,TRUE,SPFBO8,TRUE,https://kelefox.com/lightless-prophecy-set/,Books 1 & 2,TRUE,"https://m.media-amazon.com/images/I/91AtpJHGnOL._CLa%7C1650,1350%7C81HPIr-M40L.jpg,81na+jykf3L.jpg%7C0,0,750,1350+900,0,750,1350+375,0,900,1350_._SY300_.jpg",,,,https://books.apple.com/book/darkhaven/id1596723709,
217,K.L. ZIGGLER,Of Spies and Shadows,1,https://www.amazon.com/dp/B0CK851D1D,B0CK851D1D,https://www.amazon.com/dp/B0CK851D1D,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
218,M.C. BURNELL,We,1,https://www.amazon.com/dp/B09H41MGZF,B09H41MGZF,https://www.amazon.com/dp/B09H41MGZF,TRUE,FALSE,,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/91nfI3weo8L._CLa%7C3113,2560%7C91rrgA9ZtTS.jpg,91bLlvUdF5L.jpg%7C0,0,1415,2560+1698,0,1415,2560+707,0,1698,2560_._SY300_.jpg",https://www.kobo.com/en/ebook/we-gather,https://www.smashwords.com/books/view/1028893,,https://books.apple.com/book/we-gather/id15198163822,https://www.barnesandnoble.com/w/we-gather-mc-burnell/1137210928?ean=2940164119010
219,M.C. BURNELL,The Elsewhere Riddle,4,https://www.amazon.com/dp/B09JN8PTMP,B09JN8PTMP,https://www.amazon.com/dp/B09JN8PTMP,TRUE,FALSE,,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/911sxVkKIAL._CLa%7C3105,2560%7C91rrZ+6uvEL.jpg,91QFVhzIt6L.jpg%7C0,0,1411,2560+1694,0,1411,2560+705,0,1694,2560_._SY300_.jpg",https://www.kobo.com/en/ebook/the-nicodemus-path,https://www.smashwords.com/books/view/1112752,https://play.google.com/store/books/details/M_C_Burnell_The_Nicodemus_Path?id=rSdJEAAAQBAJ,https://books.apple.com/book/the-nicodemus-path/id1597790551,https://www.barnesandnoble.com/w/the-nicodemus-path-mc-burnell/1140474839?ean=2940165070549
220,MATTHEW SIADAK,The Dark Side of Super,1,https://www.amazon.com/dp/B0D343ZP53,B0D343ZP53,https://www.amazon.com/dp/B0D343ZP53,TRUE,FALSE,,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/the-dark-side-of-super,https://www.smashwords.com/books/view/1571509,https://play.google.com/store/books/details/Matthew_Siadak_The_Dark_Side_of_Super?id=yxALEQAAQBAJ,https://books.apple.com/book/the-dark-side-of-super/id6503480291,https://www.barnesandnoble.com/w/the-dark-side-of-super-matthew-siadak/1145636233?ean=2940180087096
221,T L GREYLOCK,The Song of the Ash Tree,3,https://www.amazon.com/dp/B0749QLNLV,B0749QLNLV,https://www.amazon.com/dp/B0749QLNLV,FALSE,TRUE,SPFBO2,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/A1ZJ7qPMVvL._CLa%7C2946,2560%7C91hd6G5TlUL.jpg,91ofMQBgReL.jpg%7C0,0,1339,2560+1607,0,1339,2560+669,0,1607,2560_._SY300_.jpg",,,,,
222,J.A. VODVARKA,Unworthy,1,https://www.amazon.com/dp/B0CT493HMS,B0CT493HMS,https://www.amazon.com/dp/B0CT493HMS,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
223,N.J. ALEXANDER,Fogbound,1,https://www.amazon.com/dp/B0CHY3F4SV,B0CHY3F4SV,https://www.amazon.com/dp/B0CHY3F4SV,FALSE,TRUE,SPFBOX,FALSE,,,TRUE,,,,,,
224,J.C. RYCROFT,The Blood-Born Dragon,1,https://www.amazon.com/dp/B0BRW511MV,B0BRW511MV,https://www.amazon.com/dp/B0BRW511MV,FALSE,TRUE,SPFBO9,FALSE,,,TRUE,,,,,,
225,J.C. SNOW,The Phoenix and the Sword,1,https://www.amazon.com/dp/B0B4BY19QP,B0B4BY19QP,https://www.amazon.com/dp/B0B4BY19QP,TRUE,TRUE,SPFBO9,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/the-phoenix-and-the-sword,https://www.smashwords.com/books/view/1327443,https://play.google.com/store/books/details/J_C_Snow_The_Phoenix_and_the_Sword?id=aoasEAAAQBAJ,https://books.apple.com/book/the-phoenix-and-the-sword/id6445561174,https://www.barnesandnoble.com/w/the-phoenix-and-the-sword-jc-snow/1143042227?ean=2940185598535
226,RYAN KIRK,Nightblade,1,https://www.amazon.com/dp/B013D0H2GS,B013D0H2GS,https://www.amazon.com/dp/B013D0H2GS,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
227,RYAN KIRK,Last Sword in the West,1,https://www.amazon.com/dp/B08X6535ZN,B08X6535ZN,https://www.amazon.com/dp/B08X6535ZN,TRUE,TRUE,SPFBO7,TRUE,https://ryankirkauthor.com/products/last-sword-in-the-west,,TRUE,,https://www.kobo.com/en/ebook/last-sword-in-the-west,https://www.smashwords.com/books/view/1202695,https://play.google.com/store/books/details/Ryan_Kirk_Last_Sword_in_the_West?id=h4kfEAAAQBAJ,https://books.apple.com/book/last-sword-in-the-west/id1554967524,https://www.barnesandnoble.com/w/last-sword-in-the-west-ryan-kirk/1138879504?ean=2940162449720
228,SIGNE HART,The Kiss of the Sky,1,https://www.amazon.com/dp/B0CN9RMMHG,B0CN9RMMHG,https://www.amazon.com/dp/B0CN9RMMHG,TRUE,TRUE,SPFBOX,FALSE,,,FALSE,,https://www.kobo.com/en/ebook/the-kiss-of-the-sky,https://www.smashwords.com/books/view/1633186,,https://books.apple.com/book/the-kiss-of-the-sky/id6736887899,https://www.barnesandnoble.com/w/the-kiss-of-the-sky-signe-hart/1144362966?ean=2940186181194
229,MORGAN K. BELL,Broken Sky,1,https://www.amazon.com/dp/B09XGVP379,B09XGVP379,https://www.amazon.com/dp/B09XGVP379,FALSE,TRUE,SPFBO8,FALSE,,,FALSE,,,,,,
230,T.J.J. KLAMVIK,The Last Spell Knight,2,https://www.amazon.com/dp/B0CJP95GH1,B0CJP95GH1,https://www.amazon.com/dp/B0CJP95GH1,FALSE,FALSE,,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/815TdQXzq1L._CLa%7C3390,2560%7C71hvcnWqREL.jpg%7C0,0,1691,2560+1699,0,1691,2560_._SY300_.jpg",,,,,
231,T.J.J. KLAMVIK,The Gentle Stirrings of a Soul Beneath,1,https://www.amazon.com/dp/B0BYR28RCK,B0BYR28RCK,https://www.amazon.com/dp/B0BYR28RCK,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
232,T.J.J. KLAMVIK,Siren's Call,1,https://www.amazon.com/dp/B0BLKW6V63,B0BLKW6V63,https://www.amazon.com/dp/B0BLKW6V63,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
233,AUDREY MARTIN,A Searing Faith,1,https://www.amazon.com/dp/9998797209,B0C1T69S6C,https://www.amazon.com/dp/B0C1T69S6C,TRUE,TRUE,SPFBO9,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/a-searing-faith,https://www.smashwords.com/books/view/1375064,,https://books.apple.com/book/a-searing-faith/id6447378125,https://www.barnesandnoble.com/w/a-searing-faith-audrey-martin/1143318400?ean=2940166924902
234,H.C. NEWELL,Fallen Light Series,4,https://www.amazon.com/gp/product/B0B84VXLFD,B0B84VXLFD,https://www.amazon.com/dp/B0B84VXLFD,FALSE,TRUE,SPFBO9,FALSE,,Book 1,TRUE,"https://m.media-amazon.com/images/I/91X94c+6uhL._CLa%7C1756,1470%7C81Zczsm6x4L.jpg,71VDmSci05L.jpg%7C0,0,798,1470+958,0,798,1470+399,0,958,1470_._SY300_.jpg",,,,,
235,Y. R. LIU,Hallowed,1,https://www.amazon.com/dp/B0CC4VF3M7,B0CC4VF3M7,https://www.amazon.com/dp/B0CC4VF3M7,TRUE,TRUE,SPFBOX,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/hallowed-14,,https://play.google.com/store/books/details/Y_R_Liu_Hallowed?id=NabfEAAAQBAJ,,https://www.barnesandnoble.com/w/hallowed-y-r-liu/1144292837?ean=2940179423133
236,Y. R. LIU,The Whisperer in White,1,https://www.amazon.com/dp/B0CVFGK6PY,B0CVFGK6PY,https://www.amazon.com/dp/B0CVFGK6PY,TRUE,FALSE,,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/the-whisperer-in-white,,https://play.google.com/store/books/details/Y_R_Liu_The_Whisperer_in_White?id=j_fzEAAAQBAJ,,https://www.barnesandnoble.com/w/the-whisperer-in-white-y-r-liu/1144875561?ean=2940179757689
237,D. H. WILLISON,The Queen Bee,1,https://www.amazon.com/dp/B0DHDZ9T8B,B0DHDZ9T8B,https://www.amazon.com/dp/B0DHDZ9T8B,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
238,D. H. WILLISON,Harpyness is Only Skin Deep,1,https://www.amazon.com/dp/B082Z44YDG,B082Z44YDG,https://www.amazon.com/dp/B082Z44YDG,FALSE,TRUE,SPFBO6,FALSE,,,FALSE,,,,,,
239,D. H. WILLISON,Hazelhearth Hires Heroes,1,https://www.amazon.com/dp/B098FC21K8,B098FC21K8,https://www.amazon.com/dp/B098FC21K8,FALSE,TRUE,SPFBO8,FALSE,,,FALSE,,,,,,
240,A.K.M. BEACH,The Banshee's Curse Duology,2,https://www.amazon.com/gp/product/B094N42W45,B094N42W45,https://www.amazon.com/dp/B094N42W45,FALSE,TRUE,SPFBO7,FALSE,,Book 2,TRUE,"https://m.media-amazon.com/images/I/81WPRm5zq3L._CLa%7C3422,2560%7C912IAS+4VjL.jpg%7C0,0,1707,2560+1715,0,1707,2560_._SY300_.jpg",,,,,
241,A.K.M. BEACH,The Platinum Order Mysteries,2,https://www.amazon.com/dp/B0CHR3FF13,B0CHR3FF13,https://www.amazon.com/dp/B0CHR3FF13,FALSE,FALSE,,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/61VtbJTLaXL._CLa%7C1253,1000%7C514YNWjUCCL.jpg%7C0,0,625,1000+628,0,625,1000_._SY300_.jpg",,,,,
242,LORNE RYBURN,The Menocht Loop,1,https://www.amazon.com/dp/B09M6L22P4,B09M6L22P4,https://www.amazon.com/dp/B09M6L22P4,FALSE,TRUE,SPFBO8 Semi-finalist,FALSE,,,FALSE,,,,,,
243,STRUNGBOUND,Ghost of the Truthseeker,1,https://www.amazon.com/dp/B0BWDBNLY1,B0BWDBNLY1,https://www.amazon.com/dp/B0BWDBNLY1,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
244,MALCOLM TENT,Wish Upon the Stars,1,https://www.amazon.com/dp/B0CCV3MZ81,B0CCV3MZ81,https://www.amazon.com/dp/B0CCV3MZ81,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
245,ALEXANDER OLSON,Ends of Magic,1,https://www.amazon.com/dp/B0CJBL9RXV,B0CJBL9RXV,https://www.amazon.com/dp/B0CJBL9RXV,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
