ID,AUTHOR NAME,BOOK/SERIES NAME,BOOKS PLEDGED,LINK MUST END IN ASIN,Clean ASIN,Clean Amazon US Link,Wide?,SPFBO/SPSFC?,SPFBO/SPSFC Cohort,Direct?,Direct link,Books available Internationally,International?,Image URL (for Rose's use),Kobo Link,Smashwords Link,Google Play Link,Apple Books Link,Barnes & Noble Link
97,DAVID ESTES,Forsworn,1,https://www.amazon.com/gp/product/B0DGHYNQXP,B0DGHYNQXP,https://www.amazon.com/dp/B0DGHYNQXP,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
98,KALANI SHIMIZU,Riyati Rebirth,1,https://www.amazon.com/dp/B0DBJ1JQNV,B0DBJ1JQNV,https://www.amazon.com/dp/B0DBJ1JQNV,TRUE,FALSE,,TRUE,https://store.kalani-shimizu.com/b/rebirth-ebook,,TRUE,,https://www.kobo.com/en/ebook/riyati-rebirth-1,,https://play.google.com/store/books/details/Kalani_Shimizu_Riyati_Rebirth?id=qgYVEQAAQBAJ,https://books.apple.com/book/riyati-rebirth/id6503298988,https://www.barnesandnoble.com/w/riyati-rebirth-kalani-shimizu/1145657776?ean=2940180230096
99,DELILAH WAAN,Resonance Crystal Legacy,1,https://www.amazon.com/dp/B0B2SGJG8H,B0B2SGJG8H,https://www.amazon.com/dp/B0B2SGJG8H,TRUE,TRUE,SPFBO9 Semi-finalist,TRUE,https://www.delilahwaan.com/shop/petition-ebook/,,TRUE,,https://www.kobo.com/en/ebook/petition-3,https://www.smashwords.com/books/view/1163468,https://play.google.com/store/books/details?id=4LeFEAAAQBAJ,https://books.apple.com/book/petition/id6443339723,https://www.barnesandnoble.com/w/petition-delilah-waan/1141695748?ean=2940186737384
100,J. W. JUDGE,The Zauberi Chronicles,3,https://www.amazon.com/dp/B0B2X1L6ZT,B0B2X1L6ZT,https://www.amazon.com/dp/B0B2X1L6ZT,FALSE,TRUE,SPFBO8,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/71utKYddU2L._CLa%7C2933,2560%7C71Srz7DQrLL.jpg,71p1EJsxv5L.jpg%7C0,0,1333,2560+1600,0,1333,2560+666,0,1600,2560_._SY300_.jpg",,,,,
101,J. W. JUDGE,Watch Party,1,https://www.amazon.com/dp/1954974205,B0CQRG98V9,https://www.amazon.com/dp/B0CQRG98V9,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
102,J. W. JUDGE,Casual Business with Fairies,1,https://www.amazon.com/dp/B0BPYX5B1L,B0BPYX5B1L,https://www.amazon.com/dp/B0BPYX5B1L,FALSE,TRUE,SPFBO9,FALSE,,,FALSE,,,,,,
103,HJ TOLSON,Liches Get Stitches,1,https://www.amazon.com/dp/B09GNRMHVR,B09GNRMHVR,https://www.amazon.com/dp/B09GNRMHVR,FALSE,TRUE,SPFBO8,FALSE,,,FALSE,,,,,,
104,HJ TOLSON,Twilight Kingdom,1,https://www.amazon.com/dp/B0B89MVTGQ,B0B89MVTGQ,https://www.amazon.com/dp/B0B89MVTGQ,FALSE,TRUE,SPFBO9,FALSE,,,FALSE,,,,,,
105,D. HALE RAMBO,Between the Lines,1,https://www.amazon.com/dp/B0B5FFCNP5,B0B5FFCNP5,https://www.amazon.com/dp/B0B5FFCNP5,TRUE,FALSE,,TRUE,https://www.dhalerambo.com/product/between-the-lines-books/,,TRUE,,https://www.kobo.com/en/ebook/between-the-lines-110,https://www.smashwords.com/books/view/1247964,https://play.google.com/store/books/details/D_Hale_Rambo_Between_the_Lines?id=DuN3EAAAQBAJ,https://books.apple.com/book/between-the-lines/id6443044154,https://www.barnesandnoble.com/w/between-the-lines-d-hale-rambo/1143447015?ean=2940185766170
106,ZAMIL AKHTAR,Gunmetal Gods Saga,4,https://www.amazon.com/dp/B0965XC74F,B0965XC74F,https://www.amazon.com/dp/B0965XC74F,FALSE,TRUE,SPFBO7 Semi-finalist,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/91mllIRvNtL._CLa%7C3129,2560%7C913bdKkTsHL.jpg,81PyZp4t+XL.jpg%7C0,0,1422,2560+1707,0,1422,2560+711,0,1707,2560_._SY300_.jpg",,,,,
107,ZAMIL AKHTAR,Lightblade,1,https://www.amazon.com/dp/B0B1MNYTSB,B0B1MNYTSB,https://www.amazon.com/dp/B0B1MNYTSB,FALSE,TRUE,SPFBO8 Semi-finalist,FALSE,,,FALSE,,,,,,
108,JEFFREY HALL,The Crumbling Kingdom,1,https://www.amazon.com/dp/B07K5KR1NX,B07K5KR1NX,https://www.amazon.com/dp/B07K5KR1NX,FALSE,TRUE,SPFBO5 Semi-finalist,FALSE,,,TRUE,,,,,,
109,JEFFREY HALL,Shadow of the Dragod,1,https://www.amazon.com/dp/B0CBG7HK6R,B0CBG7HK6R,https://www.amazon.com/dp/B0CBG7HK6R,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
110,JEFFREY HALL,The City of a Thousand Faces,1,https://www.amazon.com/dp/1979551073,B077XP12Q8,https://www.amazon.com/dp/B077XP12Q8,FALSE,TRUE,SPFBO4,FALSE,,,TRUE,,,,,,
111,JOSHUA SCOTT EDWARDS,Dance of the Sibling Suns,2,https://www.amazon.com/dp/B0BBTR45B4,B0BBTR45B4,https://www.amazon.com/dp/B0BBTR45B4,FALSE,TRUE,SPFBO9 Semi-finalist,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/814rwaRHsiL._CLa%7C3422,2560%7C81uADif9-KL.jpg%7C0,0,1707,2560+1715,0,1707,2560_._SY300_.jpg",,,,,
112,ASHLEY CAPES,A Drifting Sun,1,https://www.amazon.com/Drifting-Sun-Exiles-Trilogy-Book-ebook/dp/B0CPTXSFCB,B0CPTXSFCB,https://www.amazon.com/dp/B0CPTXSFCB,TRUE,TRUE,SPFBOX,FALSE,,,FALSE,,https://www.kobo.com/en/ebook/a-drifting-sun,,https://play.google.com/store/books/details/Ashley_Capes_A_Drifting_Sun?id=tFroEAAAQBAJ,,https://www.barnesandnoble.com/w/a-drifting-sun-ashley-capes/1144409819?ean=2940179391081
113,LADZ,The Fealty of Monsters (illus. by Soren Häxan),1,https://www.amazon.com/dp/B0CLKZ7JBC,B0CLKZ7JBC,https://www.amazon.com/dp/B0CLKZ7JBC,TRUE,TRUE,SPFBOX,TRUE,https://ladzwriting.itch.io/the-fealty-of-monsters-vol-1,,TRUE,,https://www.kobo.com/en/ebook/the-fealty-of-monsters,https://www.smashwords.com/books/view/1476643,,https://books.apple.com/book/the-fealty-of-monsters/id64714511522,https://www.barnesandnoble.com/w/the-fealty-of-monsters-ladz/1144331306?ean=2940179304401
114,LADZ,The Cradle of Eternal Night (illus. by Pom Poison),1,https://www.amazon.com/Cradle-Eternal-Night-Ladz-ebook/dp/B0D2VXGQD2,B0D2VXGQD2,https://www.amazon.com/dp/B0D2VXGQD2,TRUE,FALSE,,TRUE,https://ladzwriting.itch.io/the-cradle-of-eternal-night,,TRUE,,https://www.kobo.com/en/ebook/the-cradle-of-eternal-night,https://www.smashwords.com/books/view/1557826,,https://books.apple.com/book/the-cradle-of-eternal-night/id64994997522,https://www.barnesandnoble.com/w/the-cradle-of-eternal-night-ladz/1145514351?ean=2940179898887
115,LADZ,Ice Upon a Pier,1,https://www.amazon.com/Ice-Upon-Pier-Ladz-ebook/dp/B0BSDPRF94,B0BSDPRF94,https://www.amazon.com/dp/B0BSDPRF94,TRUE,FALSE,,TRUE,https://ladzwriting.itch.io/ice-upon-a-pier,,TRUE,,https://www.kobo.com/en/ebook/ice-upon-a-pier,https://www.smashwords.com/books/view/1349085,,https://books.apple.com/book/ice-upon-a-pier/id64457748766,https://www.barnesandnoble.com/w/ice-upon-a-pier-ladz/1143093610?ean=9781949936650
116,CHARLOTTE KERSTEN,When We Walked in Memory,1,https://www.amazon.com/dp/B0CKSG65TP,B0CKSG65TP,https://www.amazon.com/dp/B0CKSG65TP,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
117,S.A. THOLIN,Iron Truth,1,https://www.amazon.com/dp/B07BJNM59W,B07BJNM59W,https://www.amazon.com/dp/B07BJNM59W,FALSE,TRUE,SPSFC1 Champion,FALSE,,,TRUE,,,,,,
118,AJ ALEXANDERS,Not Your Mountain,1,https://www.amazon.com/dp/B0CGJXTTB6,B0CGJXTTB6,https://www.amazon.com/dp/B0CGJXTTB6,TRUE,TRUE,,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/not-your-mountain,,,https://books.apple.com/book/not-your-mountain/id64657942844,https://www.barnesandnoble.com/w/not-your-mountain-aj-alexanders/1144385369?ean=2940179293569
119,ZACHARY FORBES & JOSHUA FORBES,Continuum,2,https://www.amazon.com/dp/B0CDRDN68R,B0CDRDN68R,https://www.amazon.com/dp/B0CDRDN68R,FALSE,TRUE,SPSFC3,FALSE,,Book 1,TRUE,"https://m.media-amazon.com/images/I/91X0g-r66NL._CLa%7C3422,2560%7C817PcKutwnL.jpg%7C0,0,1707,2560+1715,0,1707,2560_._SY300_.jpg",,,,,
120,ZACHARY FORBES,Terra Nullius,1,https://www.amazon.com/Terra-Nullius-Slipspace-Book-1-ebook/dp/B0CRQS9L4Y,B0CRQS9L4Y,https://www.amazon.com/dp/B0CRQS9L4Y,FALSE,TRUE,SPSFC4,FALSE,,,TRUE,,,,,,
121,J.A. ANDREWS,Keeper Chronicles complete trilogy,1,https://www.amazon.com/Keeper-Chronicles-Complete-Fantasy-Trilogy-ebook/dp/B07QN31TDH,B07QN31TDH,https://www.amazon.com/dp/B07QN31TDH,FALSE,TRUE,SPFBO3 Semi-finalist,FALSE,,,TRUE,,,,,,
122,J.A. ANDREWS,Keeper Origins complete trilogy,1,https://www.amazon.com/Keeper-Origins-Complete-Trilogy-ebook/dp/B0CBG57QHZ,B0CBG57QHZ,https://www.amazon.com/dp/B0CBG57QHZ,FALSE,TRUE,SPFBO6 Semi-finalist,FALSE,,,FALSE,,,,,,
123,GEETHA KRISHNAN,Jaya!,4,https://www.amazon.com/dp/B09DVZ9N1T,B09DVZ9N1T,https://www.amazon.com/dp/B09DVZ9N1T,TRUE,TRUE,SPFBO6 Semi-finalist,TRUE,https://ko-fi.com/s/d22539024e,,TRUE,"https://m.media-amazon.com/images/I/71rRayMK10L._CLa%7C2566,2093%7C71aSLLiiyUL.jpg,71s-8Z5QrbL.jpg%7C0,0,1166,2093+1400,0,1166,2093+583,0,1400,2093_._SY300_.jpg",https://www.kobo.com/en/ebook/pradyutita,https://www.smashwords.com/books/view/1189429,,https://books.apple.com/book/pradyutita/id1583568658,https://www.barnesandnoble.com/w/pradyutita-geetha-krishnan/1140114002?ean=2940165591518
124,NIRANJAN,Blue,1,https://www.amazon.com/Blue-Niranjan-K-ebook/dp/B0893Q2TDP,B0893Q2TDP,https://www.amazon.com/dp/B0893Q2TDP,TRUE,FALSE,,TRUE,https://ko-fi.com/s/13ec89857b,,TRUE,,https://www.kobo.com/en/ebook/blue-169,https://www.smashwords.com/books/view/1189658,https://play.google.com/store/books/details/Niranjan_K_Blue?id=yaGLEAAAQBAJ,https://books.apple.com/book/blue/id15137518877,https://www.barnesandnoble.com/w/blue-niranjan/1140966903?ean=2940164351090
125,NIRANJAN,Out of the Blue,1,https://www.amazon.com/dp/B09L652VQY,B09L652VQY,https://www.amazon.com/dp/B09L652VQY,TRUE,FALSE,,TRUE,https://ko-fi.com/s/13ec89857b,,TRUE,,https://www.kobo.com/en/ebook/out-of-the-blue-181,https://www.smashwords.com/books/view/1189415,https://play.google.com/store/books/details/Niranjan_K_Out_of_the_Blue?id=y6GLEAAAQBAJ,https://books.apple.com/book/out-of-the-blue/id15933277966,https://www.barnesandnoble.com/w/out-of-the-blue-niranjan/1143847096?ean=2940165324703
126,KAREN LUCIA,Landbringer,1,https://www.amazon.com/Landbringer-Karen-Lucia-ebook/dp/B0BLT6XPLT,B0BLT6XPLT,https://www.amazon.com/dp/B0BLT6XPLT,FALSE,TRUE,SPFBOX,FALSE,,,TRUE,,,,,,
127,KAREN LUCIA,Warriors of Helsvern Series,3,https://www.amazon.com/dp/B08Y5T3KBF,B08Y5T3KBF,https://www.amazon.com/dp/B08Y5T3KBF,FALSE,FALSE,,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/71QEGQfZnIL._CLa%7C3160,2560%7C81+oEjZPjnL.jpg,71QLE2w9FeL.jpg%7C0,0,1436,2560+1724,0,1436,2560+718,0,1724,2560_._SY300_.jpg",,,,,
128,KAREN LUCIA,From Earth To the Unknown Series,2,https://www.amazon.com/dp/B0CW19VFR8,B0CW19VFR8,https://www.amazon.com/dp/B0CW19VFR8,FALSE,TRUE,SFINCS2 Semi-finalist,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/710ZqDz5imL._CLa%7C3422,2560%7C814Vr4-Py6L.jpg%7C0,0,1707,2560+1715,0,1707,2560_._SY300_.jpg",,,,,
129,K.E. ANDREWS,The Assassin of Grins and Secrets,1,https://www.amazon.com/Assassin-Grins-Secrets-Grinning-Book-ebook/dp/B09D2H9PFJ,B09D2H9PFJ,https://www.amazon.com/dp/B09D2H9PFJ,FALSE,TRUE,SPFBO8 Semi-finalist,FALSE,,,FALSE,,,,,,
130,K.E. ANDREWS,Hills of Heather and Bone,1,https://www.amazon.com/Hills-Heather-Bone-K-Andrews-ebook/dp/B0C1212GJR,B0C1212GJR,https://www.amazon.com/dp/B0C1212GJR,FALSE,TRUE,SPFBO9 Finalist,FALSE,,,FALSE,,,,,,
131,DEREK ALAN SIDDOWAY,Mana Beasts,2,https://www.amazon.com/dp/B0CFKTHGFJ,B0CFKTHGFJ,https://www.amazon.com/dp/B0CFKTHGFJ,FALSE,FALSE,,FALSE,,Book 1,TRUE,"https://m.media-amazon.com/images/I/81xwaIq5qaL._CLa%7C3422,2560%7C81SZFH8pH3L.jpg%7C0,0,1707,2560+1715,0,1707,2560_._SY300_.jpg",,,,,
132,DEREK ALAN SIDDOWAY,Djinn Tamer,3,https://www.amazon.com/dp/B07P7Y7NH2,B07P7Y7NH2,https://www.amazon.com/dp/B07P7Y7NH2,FALSE,TRUE,SPFBO7,FALSE,,Book 1,TRUE,"https://m.media-amazon.com/images/I/9116yiRQowL._CLa%7C3318,2560%7C91h0JyoiIBL.jpg,915MI5EEjML.jpg%7C0,0,1508,2560+1810,0,1508,2560+754,0,1810,2560_._SY300_.jpg",,,,,
133,G.J. TERRAL,The Binding Tenets Trilogy,3,https://www.amazon.com/The-Binding-Tenets-Trilogy-1-book-series/dp/B0D1JSL413,B0D1JSL413,https://www.amazon.com/dp/B0D1JSL413,FALSE,TRUE,SPFBOX,FALSE,,Book 1,TRUE,"https://m.media-amazon.com/images/I/81obUyQM5nL._CLa%7C3208,2560%7C81FaHXO3G9L.jpg%7C0,0,1600,2560+1608,0,1600,2560_._SY300_.jpg",,,,,
134,MIKE MOLLMAN,The Protectors of Pretanni,4,https://www.amazon.com/dp/B0B3SQYRXJ,B0B3SQYRXJ,https://www.amazon.com/dp/B0B3SQYRXJ,FALSE,TRUE,SPFBO9,FALSE,,Book 1,TRUE,"https://m.media-amazon.com/images/I/71sTRDRsYTL._CLa%7C3129,2560%7C818ncLgEg5L.jpg,81iHawYTlbL.jpg%7C0,0,1422,2560+1707,0,1422,2560+711,0,1707,2560_._SY300_.jpg",,,,,
135,MIKE MOLLMAN,The Children of Mars,1,https://www.amazon.com/dp/B0D3524D2F,B0D3524D2F,https://www.amazon.com/dp/B0D3524D2F,FALSE,TRUE,SPSFC4,FALSE,,,TRUE,https://m.media-amazon.com/images/I/81R8+Kmpm4L._SY300_.jpg,,,,,
136,JUSTIN GREER,The Garden Knight,3,https://www.amazon.com/dp/B0CW173MVB,B0CW173MVB,https://www.amazon.com/dp/B0CW173MVB,FALSE,FALSE,,FALSE,,,TRUE,https://m.media-amazon.com/images/I/81LOtrzQJ1L._SY300_.jpg,,,,,
137,ALEXANDER LAYNE,Dark Ascension,1,https://www.amazon.com/dp/B0CTFCVCYT,B0CTFCVCYT,https://www.amazon.com/dp/B0CTFCVCYT,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
138,ALEXANDER LAYNE,The Bone Spear,1,https://www.amazon.com/Bone-Spear-Flayed-Trilogy-Book-ebook/dp/B0BY9MRZXP,B0BY9MRZXP,https://www.amazon.com/dp/B0BY9MRZXP,FALSE,TRUE,SPFBO9,FALSE,,,FALSE,,,,,,
139,S.M. MCCOY ,Taking Medusa,1,https://www.amazon.com/gp/product/B0C6NXSN7X,B0C6NXSN7X,https://www.amazon.com/dp/B0C6NXSN7X,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
140,MARIE M. MULLANY,The Sangwheel Chronicles,3,https://www.amazon.com/dp/B099Q91TL1,B099Q91TL1,https://www.amazon.com/dp/B099Q91TL1,TRUE,TRUE,SPFBO8,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/7138-1tSnYL._CLa%7C2933,2560%7C81ZJCbMJRVL.jpg,71ZxZ+dWXOL.jpg%7C0,0,1333,2560+1600,0,1333,2560+666,0,1600,2560_._SY300_.jpg",https://www.kobo.com/en/ebook/the-hidden-blade-2,https://www.smashwords.com/books/view/1094949,https://play.google.com/store/books/details/Marie_M_Mullany_The_Hidden_Blade?id=p92iEAAAQBAJ,https://books.apple.com/book/the-ducal-heir/id6702010329,https://www.barnesandnoble.com/w/the-hidden-blade-marie-m-mullany/1139871265?ean=2940164967734
141,MARIE M. MULLANY & MAXWELL ALEXANDER DRAKE,Skies of Destiny,1,https://www.amazon.com/dp/B0C83RPF9J,B0C83RPF9J,https://www.amazon.com/dp/B0C83RPF9J,FALSE,FALSE,,FALSE,,,TRUE,https://m.media-amazon.com/images/I/91hRIXhe32L._SY300_.jpg,,,,,
143,SUSANA IMAGINARIO,Timelessness,5,https://www.amazon.com/gp/product/B08F2SG8Z6,B08F2SG8Z6,https://www.amazon.com/dp/B08F2SG8Z6,TRUE,TRUE,SPFBO6,FALSE,,Book 1,TRUE,"https://m.media-amazon.com/images/I/81WQqCBIMxL._CLa%7C3036,2560%7C7149ZfA6okS.jpg,81t96s8OhlL.jpg%7C0,0,1380,2560+1656,0,1380,2560+690,0,1656,2560_._SY300_.jpg",https://www.kobo.com/en/ebook/wyrd-gods-1,https://www.smashwords.com/books/view/1102515,https://play.google.com/store/books/details/Susana_Imagin%C3%A1rio_Wyrd_Gods?id=m8jbEAAAQBAJ,https://books.apple.com/book/wyrd-gods/id1477710671,https://www.barnesandnoble.com/w/wyrd-gods-susana-imagin-rio/1132984019?ean=9781916140202
144,JOAO F. SILVA,The Smokesmiths,2,https://www.amazon.com/dp/B0BYTV3STB,B0BYTV3STB,https://www.amazon.com/dp/B0BYTV3STB,FALSE,TRUE,SPFBO9,FALSE,,,FALSE,,,,,,
145,C.B.LANSDELL,Far Removed: #1 in The Apidecca Duology,1,https://www.amazon.com/gp/product/B0C6KZFD1C,B0C6KZFD1C,https://www.amazon.com/dp/B0C6KZFD1C,TRUE,TRUE,SPSFC4,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/far-removed,https://www.smashwords.com/books/view/1427907,,https://books.apple.com/book/far-removed/id6452628996,https://www.barnesandnoble.com/w/far-removed-c-b-lansdell/1143820954?ean=2940167493827
146,JOEL GLOVER,The Thirteenth Prince,1,https://www.amazon.co.uk/Thirteenth-Prince-Joel-Glover-ebook/dp/B0CTHRQLG2,B0CTHRQLG2,https://www.amazon.com/dp/B0CTHRQLG2,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
147,JOEL GLOVER,The Path of Pain and Ruin,1,https://www.amazon.co.uk/gp/product/B0BRYHR6MZ,B0BRYHR6MZ,https://www.amazon.com/dp/B0BRYHR6MZ,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
148,JOEL GLOVER,A Many Winged Retreat,1,https://www.amazon.co.uk/Many-Winged-Retreat-Joel-Glover-ebook/dp/B0D5CP82F6,B0D5CP82F6,https://www.amazon.com/dp/B0D5CP82F6,TRUE,FALSE,,FALSE,,,FALSE,,https://www.kobo.com/en/ebook/a-many-winged-retreat,,,,
149,S.L. ROWLAND,Cursed Cocktails: A Cozy Fantasy,1,https://www.amazon.com/dp/B0BT8S49LX,B0BT8S49LX,https://www.amazon.com/dp/B0BT8S49LX,FALSE,TRUE,SPFBOX Semi-finalist,FALSE,,,TRUE,,,,,,
150,S.L. ROWLAND,Sword & Thistle: A Cozy Fantasy Adventure,1,https://www.amazon.com/dp/B0CFG86DKR,B0CFG86DKR,https://www.amazon.com/dp/B0CFG86DKR,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
151,S.L. ROWLAND,Sentenced to Troll,1,https://www.amazon.com/dp/B07L6QL8KK,B07L6QL8KK,https://www.amazon.com/dp/B07L6QL8KK,FALSE,TRUE,SPFBO6,FALSE,,,TRUE,,,,,,
152,S.L. ROWLAND,Pangea Online: The Complete Trilogy,1,https://www.amazon.com/dp/B092DZL9Q6,B092DZL9Q6,https://www.amazon.com/dp/B092DZL9Q6,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
153,R. M. KROGMAN,Liberation ,1,https://www.amazon.com/dp/B0C8Z8J5YQ,B0C8Z8J5YQ,https://www.amazon.com/dp/B0C8Z8J5YQ,FALSE,TRUE,SPFBOX Semi-finalist,FALSE,,,FALSE,,,,,,
154,A. R. TURNER,Culpa Magum,1,https://www.amazon.co.uk/dp/B0D9WT5RGP,B0D9WT5RGP,https://www.amazon.com/dp/B0D9WT5RGP,FALSE,FALSE,,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/71P4hst1OEL._CLa%7C2550,2000%7C71qSga34exL.jpg%7C0,0,1272,2000+1278,0,1272,2000_._SY300_.jpg",,,,,
155,ALEX SCHEUERMANN,The Odyllic Stone,1,www.amazon.com/dp/B0CWKXC13Y,B0CWKXC13Y,https://www.amazon.com/dp/B0CWKXC13Y,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
156,DAVE LAWSON,The Envoys of War,1,https://www.amazon.com/Envoys-War-Chaos-Book-ebook/dp/B0D8KCM7MT,B0D8KCM7MT,https://www.amazon.com/dp/B0D8KCM7MT,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
157,M. K. BAKER,Trip Fantastik,1,https://www.amazon.com/dp/B0838NKRCK,B0838NKRCK,https://www.amazon.com/dp/B0838NKRCK,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
158,IAN LEWIS,The Reeve Series,3,https://www.amazon.com/dp/B087JRF244,B087JRF244,https://www.amazon.com/dp/B087JRF244,FALSE,TRUE,SPFBO5,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/51Ps0K6WnzL._CLa%7C1145,1000%7C81qG8bBfrSL.jpg,81kSSW0P2CL.jpg%7C0,0,520,1000+625,0,520,1000+260,0,625,1000_._SY300_.jpg",,,,,
159,IAN LEWIS,The Driver Series,5,https://www.amazon.com/dp/B075VG3R6H,B075VG3R6H,https://www.amazon.com/dp/B075VG3R6H,FALSE,FALSE,,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/91OADrA7cSL._CLa%7C2933,2500%7C91trsFByZ7L.jpg,91JWz5BIucL.jpg%7C0,0,1333,2500+1600,0,1333,2500+666,0,1600,2500_._SY300_.jpg",,,,,
160,IAN LEWIS,Power in the Hands of One,1,https://www.amazon.com/dp/B077VN9PW4,B077VN9PW4,https://www.amazon.com/dp/B077VN9PW4,TRUE,FALSE,,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/power-in-the-hands-of-one-2,https://www.smashwords.com/books/view/1326579,,https://books.apple.com/book/power-in-the-hands-of-one/id1320351499,https://www.barnesandnoble.com/w/power-in-the-hands-of-one-ian-lewis/1115551172?ean=2940155042174
161,SHANNON KNIGHT,Wish Givers,1,https://www.amazon.com/dp/B0BSB8V5QQ ,B0BSB8V5QQ,https://www.amazon.com/dp/B0BSB8V5QQ,TRUE,TRUE,SPFBOX,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/wish-givers,https://www.smashwords.com/books/view/1352408,https://play.google.com/store/books/details/Shannon_Knight_Wish_Givers?id=4p2nEAAAQBAJ,https://books.apple.com/book/wish-givers/id64581890966,https://www.barnesandnoble.com/w/wish-givers-shannon-knight/1142949673?ean=2940167423572
162,SHANNON KNIGHT,Insiders,1,https://www.amazon.com/dp/B0BTBBGY6V,B0BTBBGY6V,https://www.amazon.com/dp/B0BTBBGY6V,TRUE,TRUE,SPSFC3,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/insiders-7,https://www.smashwords.com/books/view/1406645,https://play.google.com/store/books/details/Shannon_Knight_Insiders?id=SPXEEAAAQBAJ,https://books.apple.com/book/insiders/id64501568911,https://www.barnesandnoble.com/w/insiders-shannon-knight/1143638253?ean=2940167340480
163,TIM AKERS,Bladecaster Ephemera,3,https://www.amazon.com/dp/B0CD2VBN8S,B0CD2VBN8S,https://www.amazon.com/dp/B0CD2VBN8S,FALSE,TRUE,SFINCS1,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/51vU5DhGw9L._CLa%7C2132,1800%7C61PoRm2l+wL.jpg,51HJSGsQIKL.jpg%7C0,0,969,1800+1163,0,969,1800+484,0,1163,1800_._SY300_.jpg",,,,,
164,CHRIS RITCHEY,Small Town Problems,1,https://www.amazon.com/dp/B0DHF82PBP,B0DHF82PBP,https://www.amazon.com/dp/B0DHF82PBP,FALSE,TRUE,SPSFC4,TRUE,https://small-town-problems.square.site/product/ebook-small-town-problems-isbn-9798223117292-/5,,FALSE,,,,,,
165,A. R. WITHAM,The Legend of Black Jack,1,https://www.amazon.com/dp/B09QJ24S76,B09QJ24S76,https://www.amazon.com/dp/B09QJ24S76,FALSE,TRUE,SPFBO9,FALSE,,,FALSE,,,,,,
166,A. R. WITHAM,The Crimes of Rooker Flynn,1,https://www.amazon.com/dp/B0D88KFTT4,B0D88KFTT4,https://www.amazon.com/dp/B0D88KFTT4,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
167,NATALIE KELDA,Inner Universe,5,https://www.amazon.com/dp/B0BT8QB2C4,B0BT8QB2C4,https://www.amazon.com/dp/B0BT8QB2C4,FALSE,TRUE,SPFBO9,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/81pnQRuOkcL._CLa%7C2750,2400%7C81QxfeVYIgL.jpg,81Z6rAyTtiL.jpg%7C0,0,1250,2400+1500,0,1250,2400+625,0,1500,2400_._SY300_.jpg",,,,,
168,C. J. DALEY,BestGhost: A Novelette ,1,https://www.amazon.com/dp/B0D3RZ45KM,B0D3RZ45KM,https://www.amazon.com/dp/B0D3RZ45KM,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
169,ADAM BASSETT,Digital Extremities,1,https://www.amazon.com/dp/B0D8GF7X4G,B0D8GF7X4G,https://www.amazon.com/dp/B0D8GF7X4G,TRUE,FALSE,,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/digital-extremities,https://www.smashwords.com/books/view/1591757,,https://books.apple.com/book/digital-extremities/id65539805022,https://www.barnesandnoble.com/w/digital-extremities-adam-bassett/1145926459?ean=2940185972915
170,WILLIAM C. TRACY,The Dissolution Cycle,4,https://www.amazon.com/dp/B07PSKP3ZB,B07PSKP3ZB,https://www.amazon.com/dp/B07PSKP3ZB,FALSE,TRUE,SPFBO4,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/71hz6c-6BmL._CLa%7C1650,1350%7C617RySqt-7L.jpg,71otFHwHX6L.jpg%7C0,0,750,1350+900,0,750,1350+375,0,900,1350_._SY300_.jpg",,,,,
